Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Lithology,Texture,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17
JR,KM-22-95,0,29.5,0,8.9916,mvsch,fol,sericite-chlorite-calcite schist; strong orange Fe-Ox staining; mostly orange-brown w/ dark to medium green pathces were Fe-Ox staining isn't dominant; moderate foliation; psuedogranular texture; poor recovery from 0'-20',_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-95,29.5,101.5,8.9916,30.9372,flt,bx,substantial fault zone; fault gouge with orange/brown to grey green clay; alternating consolidated schist; clasts from ~1mm-15mm; moderate calcite-quartz fracture fill,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-95,101.5,,,,mvsch,fol,sericite-chlorite-calcite schist; dark to medium green-gray; moderate foliation; abundant ductile deformation texture;abundant calcite laminations abundant brecciations from ~101.5'-176' with calcite fracture fill,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,0,489.5,0,149.1996,mvsch,fol,volcaniclastic/pyroclastic texture; variable medium grey; moderate foliation; weak silicification with some intervals of mod-strong silicification; sparce pyrite patches,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,489.5,599,149.1996,182.5752,mvc,mas,volcaniclastic/pyroclastic texture; variable green/blue grey; intense silicification in some areas; sparce pyrite patches,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,599,603,182.5752,183.7944,md,mas,mafic dike; dark grey; fine grained; white specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,603,632.5,183.7944,192.786,mvc,mas,volcaniclastic/pyroclastic texture; variable green/blue grey; intense silicification in some areas; sparce pyrite patches,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,632.5,654,192.786,199.3392,mvsch,fol,volcaniclastic/pyroclastic texture; variable medium grey; moderate foliation; weak silicification,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,654,1037,199.3392,316.0776,mvc,mas,volcaniclastic/pyroclastic texture; variable green/blue grey; intense silicification in some areas; sparce pyrite patches,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1037,1041,316.0776,317.2968,md,mas,mafic dike; dark grey; fine grained; white specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1041,1151.5,317.2968,350.9772,mvc,mas,volcaniclastic/pyroclastic texture; variable green/blue grey; intense silicification in some areas; sparce pyrite patches; pseudo granular until 1110',_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1151.5,1230,350.9772,374.904,mvc,mas,volcaniclastic/pyroclastic texture; intermediate; moderate silicification; sparce pyrite patches; ,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1230,1288.5,374.904,392.7348,mvsch,fol,sericite-quartz-chlorite schist; intermediate; moderate silicification; moderate to strong foliation,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1288.5,1321.5,392.7348,402.7932,mgs,fol,weak to moderate graphite laminations in sericite-quartz-chlorite schist; medium to dark gray; intermediate to mafic composition; weak to moderate foliation;  pyrite patches; strong silicification,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1321.5,1353,402.7932,412.3944,mvsch,fol,sericite-quartz-chlorite schist; intermediate; light to medium grey... almost looks felsic; moderate silicification; moderate to strong foliation,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1353,1378,412.3944,420.0144,mvc,mas,volcaniclastic/pyroclastic texture; intermediate; moderate silicification; sparce pyrite patches; ,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1378,1386.5,420.0144,422.6052,md,mas,mafic dike; dark grey; fine grained; white specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1386.5,1392,422.6052,424.2816,mvc,mas,volcaniclastic/pyroclastic texture; intermediate; moderate silicification; sparce pyrite patches; ,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1392,1397.5,424.2816,425.958,md,mas,mafic dike; dark grey; fine grained; white specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1397.5,1401,425.958,427.0248,mvc,mas,volcaniclastic/pyroclastic texture; intermediate; moderate silicification; sparce pyrite patches; ,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1401,1462,427.0248,445.6176,nr,,"""IDS motered""",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1462,1533,445.6176,467.2584,mvsch,fol,sericite-quartz-chlorite schist; intermediate; light to medium grey; moderate silicification; strong foliation,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1533,1549.5,467.2584,472.2876,flt,bx,"fault gouge; green grey clay, breccia clasts are subangular 1-6mm ",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1549.5,1569,472.2876,478.2312,mvsch,fol,sericite-quartz-chlorite schist; intermediate; light to medium grey; moderate silicification; strong foliation,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1569,1573.5,478.2312,479.6028,md,mas,mafic dike; dark grey; fine grained; white specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1573.5,1704,479.6028,519.3792,mvsch,fol,sericite-quartz-chlorite schist; medium grey; moderate silicification; strong foliation,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1704,1878.5,519.3792,572.5668,mvc,mas,volcaniclastic/pyroclastic texture; intermediate; moderate silicification; sparce pyrite patches,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1878.5,1879.5,572.5668,572.8716,md,mas,mafic dike; dark grey; fine grained; white specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
MH,KM-22-94,1879.5,1900,572.8716,579.12,mvc,mas,volcaniclastic/pyroclastic texture; intermediate; moderate silicification; sparce pyrite patches,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-94,1900,1973,579.12,601.3704,mvsch,fol,sericite-chlorite-carbonate schist; volcaniclastic texture; dark geen grey; strong foliation; common thin quartz-calcite laminations ,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-94,1973,2061,601.3704,628.1928,hwfs,fol,felsic sericite-chlorite schist; psuedogranular texture; dark geen grey; weak to moderate foliation; common quartz lenses,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-94,2061,2089,628.1928,636.7272,hwfs,fol,"sericite-quartz schist; medium-dark gray, moderate foliation, thin laminations, sparse quartz lenses, strong silicification.",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-94,2089,2192,636.7272,668.1216,fgs,fol,"sericite-quartz schist, with common laminations of wispy graphite; medium-dark gray, moderate foliation, thin laminations, sparse quartz lenses, strong silicification. (small intervals with no graphite present)",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,KM-22-94,2192,2202,668.1216,671.1696,hwfs,fol,"sericite-quartz schist; light gray, moderate foliation, common dolomite/quartz lenses, strong silicification.",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2202,2271.5,671.1696,692.3532,hwfs,fol,"sericite-quartz schist; medium gray, strong foliation, common dolomite/quartz lenses, weak to moderate silicification.",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2271.5,2272.5,692.3532,692.658,md,,mafic dike; medium grey; fine grained; black specs; weakly magnetic,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2272.5,2330,692.658,710.184,hwfs,,"sericite-quartz schist; medium gray, strong foliation, common dolomite/quartz lenses, weak to moderate silicification.",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2330,2352,,,hwfs,,"sericite-quartz schist; light green-gray, moderate foliation, common dolomite/quartz lenses, weak silicification.",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2352,2358,,,st,,"sericite-quartz schist; light green-gray, moderate foliation, common dolomite/quartz lenses, strong silicification, very weak stringer-disseminated sulfides details in mineralization tab",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2358,2372.5,,,hwfs,,"sericite-quartz schist; light green-gray, moderate foliation, common dolomite/quartz lenses, strong silicification, very weak disseminated sulfides details in mineralization tab",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2372.5,2414.5,,,st,,"sericite-quartz schist; light green-gray, moderate foliation, common dolomite/quartz lenses, strong silicification, very weak disseminated sulfides details in mineralization tab",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
,,2414.5,,,,,,"sericite-quartz schist; light green-gray, moderate foliation, common dolomite/quartz lenses, strong silicification.",_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93X,10,27.5,3.048,8.382,hwfs,bx,"sericite-chlorite-quartz schist, medium green ; moderate foliation; abundant psuedogranular texture; unit weak, shattered, heavy FeOx",_Logs,KM-22-93X.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93X,27.5,51,8.382,15.5448,hwfs,fol,"sericite-chlorite-quartz schist, light green gray; strong foliation; pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses, lamiations; FeOx staining on fracture faces; rare pyrite patches",_Logs,KM-22-93X.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,0,41,0,12.4968,hwfs,bx,"PQ; sericite-chlorite-quartz schist, medium green ; moderate foliation; abundant psuedogranular texture; unit weak, shattered, heavy FeOx",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,41,105,12.4968,32.004,hwfs,bx,"HQ; sericite-chlorite-quartz schist, medium green ; moderate foliation; abundant psuedogranular texture; moderate to weak FeOx, fracture face staining",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,105,192,32.004,58.5216,hwfs,fol,sericite-chlorite-quartz schist;  medium grey ; weak foliation; abundant psuedogranular texture; moderate silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,192,208,58.5216,63.3984,hwfs,fol,"sericite-chlorite-quartz schist; variable light green gray to grey blue; strong foliation; pyroclastic/volcaniclastic texture; localized zones of epidote; moderate quartz/dolomite lenses, lamiations; moderate to strong silicification",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,208,212,63.3984,64.6176,fgs,fol,graphite laminations in sericite-chlorite-quartz schist; medium to dark gray; felsic composition; strong foliation; moderate silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,212,333,64.6176,101.4984,hwfs,fol,"sericite-chlorite-quartz schist; green gray to grey blue; strong foliation; moderate quartz/dolomite lenses & laminations, epidote wisps; moderate silicification; sparse pyrite patches ",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,333,335.5,101.4984,102.2604,fgs,fol,"graphite laminations in sericite-chlorite-quartz schist; medium to dark gray; felsic composition; strong foliation; sparse epidote laminations, whisps; moderate silicification; pyrite patches",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,335.5,386.5,102.2604,117.8052,hwfs,fol,sericite-chlorite-quartz schist; variable light grey to grey blue; strong foliation; moderate epidote wisps; moderate silicification; common pyrite patches & finely disseminated pyrite laminations throughout sequence,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,386.5,387,117.8052,117.9576,sm,mas,"stringer-SM sulfides; medium grey schist; strong silicification, cross-cutting grey quartz veinlets; see min tab",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,387,391,117.9576,119.1768,hwfs,fol,sericite-chlorite-quartz schist; variable medium grey; strong foliation; moderate epidote wisps; moderate silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,391,399,119.1768,121.6152,flt,bx,fault gouge; grey to tan clay; subangular clasts 1-5mm; weak foliation,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,399,462,121.6152,140.8176,hwfs,fol,sericite-chlorite-quartz schist; variable medium grey; strong foliation; moderate silicification; sparse epidote laminations,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,462,473.5,140.8176,144.3228,md,mas,mafic dyke; green to dark grey; white specs; pseudo granular; stockwork quartz vein,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,473.5,477.5,144.3228,145.542,hwfs,fol,sericite-chlorite-quartz schist; variable medium grey; strong foliation; moderate silicification; quartz-dolomite fracture fill,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,477.5,478,145.542,145.6944,md,mas,mafic dyke; medium grey; sparse quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,478,486.5,145.6944,148.2852,hwfs,fol,sericite-chlorite-quartz schist; variable medium grey; strong foliation; moderate silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,486.5,488,148.2852,148.7424,md,mas,mafic dyke; medium grey; sparse quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,488,512,148.7424,156.0576,hwfs,fol,sericite-chlorite-quartz schist; volcaniclastic/pyroclastic texture; variable medium grey; strong foliation; moderate silicification; crushed quartz vein @ 504.5-505',_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,512,516.5,156.0576,157.4292,flt,bx,fault gouge; grey & tan clay; subangular clasts 1-5mm; weak foliation,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,516.5,519,157.4292,158.1912,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; moderate silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,519,521,158.1912,158.8008,md,mas,mafic dyke; medium grey; black specs; sparse quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,521,525.5,158.8008,160.1724,hwfs,fol,sericite-chlorite-quartz schist; variable medium grey; strong foliation; moderate silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,525.5,527,160.1724,160.6296,md,mas,mafic dyke; medium grey; black specs; sparse quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,527,557.5,160.6296,169.926,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; moderate to strong silicification,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,557.5,563,169.926,171.6024,md,mas,mafic dyke; medium grey; pseudo granular; sparse red & white specs; quartz veinlets; weakly magnetic; FeOx staining on fracture faces,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,563,796.5,171.6024,242.7732,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong to intense silicification; sparse black chlorite laminations; finely disseminated pyrite & patches throughout ,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,796.5,797.5,242.7732,243.078,flt,bx,fault gouge; clay; subangular clasts 1-5mm; weak foliation,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,797.5,859.25,243.078,261.8994,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong to moderate silicification; sparse black chlorite laminations; sparse finely disseminated pyrite & patches,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,859.25,861.75,261.8994,262.6614,md,mas,mafic dyke; dark grey; pseudo granular; quartz veining; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,861.75,883,262.6614,269.1384,hwfs,fol,"sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong silicification; sparse black chlorite laminations; sparse finely disseminated pyrite, rare patches",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,883,884,269.1384,269.4432,md,mas,mafic dyke; medium grey; pseudo granular; white specs; quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,884,900,269.4432,274.32,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong silicification; sparse black chlorite laminations; sparse finely disseminated pyrite,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,900,901,274.32,274.6248,md,mas,mafic dyke; medium grey; pseudo granular; white specs; quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,901,1225.8,274.6248,373.62384,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong silicification; sparse black chlorite laminations; sparse to common quartz lenses; 1' white quartz vein @ 1096.5-1097.5',_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1225.8,1226.4,373.62384,373.80672,md,mas,mafic dyke; medium grey; pseudo granular; white specs; weak quartz veining; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1226.4,1281,373.80672,390.4488,hwfs,fol,"sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong silicification; common black chlorite laminations; sparse to common quartz veinlets, lenses; rare pyrite patches",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1281,1281.5,390.4488,390.6012,md,mas,"mafic dyke; medium grey; pseudo granular; white, red, black specs; weakly magnetic",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1281.5,1476.5,390.6012,450.0372,hwfs,fol,sericite-chlorite-quartz schist; variable blue grey; strong foliation; strong silicification; common black chlorite laminations; sparse to common quartz lenses; rare pyrite patches; grey quartz vein @ 1467.5-1468',_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1476.5,1477.5,450.0372,450.342,md,mas,mafic dyke; medium grey; pseudo granular; red & black specs; quartz veinlets; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1477.5,1566,450.342,477.3168,hwfs,fol,sericite-chlorite-quartz schist; variable dark blue grey; strong foliation; strong silicification; common black chlorite laminations; sparse to common quartz veinlets & lenses; .5' white quartz vein @ 1539.6-1540.2',_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1566,1567,477.3168,477.6216,md,mas,mafic dyke; dark grey; pseudo granular; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1567,1589,477.6216,484.3272,st,mas,strong patches to very weak stringer; with in grey schist; heavy quartz; see min tab ,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1589,1589.5,484.3272,484.4796,md,mas,mafic dyke; dark grey; pseudo granular; quartz veining; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1589.5,1596,484.4796,486.4608,hwfs,mas,"sericite-chlorite-quartz; flows??; volcaniclastic/pyroclastic texture; variable dark blue grey; heavy silicification; sparse pyrite, sphalerite patches",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1596,1603,486.4608,488.5944,md,mas,mafic dyke; dark grey; pseudo granular; white specs; sparse quartz veining; weakly magnetic,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-93,1603,1705,488.5944,519.684,hwfs,fol,sericite-chlorite-quartz schist; volcaniclastic textures; variable dark blue grey; strong foliation; moderate silicification; sparse to common black chlorite laminations; sparse to common quartz veining and veinlets,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,1705,1729,519.684,526.9992,hwfs,fol,quartz-chlorite schist; intense silicification (possibly exhalitive); weak foliation to mostly massive; medium to dark gray; patchy sulfides (described in mineralization tab),_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,1729,1815.5,526.9992,553.3644,hwfs,fol,chlorite-sericite-quartz schist; strong to moderate foliation; dark gray; moderate silicification; abundant quartz-calcite veins and laminations; variable intense chlorite alteration,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,1815.5,1826,553.3644,556.5648,hwfs,fol,quartz-chlorite schist; intense silicification (possibly exhalitive); weak foliation to mostly massive; medium to dark gray; disseminated to patchy sulfides (described in mineralization tab),_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,1826,2018,556.5648,615.0864,hwfs,fol,chlorite-sericite-quartz schist; strong to moderate foliation; dark to medium gray; moderate silicification; common quartz-calcite veins and laminations,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,2018,2021.5,615.0864,616.1532,st,fol,stringers in chlorite-sericite-quartz schist; moderate to weak foliation; dark gray; relatively poor recovery; detailed in mineralization tab,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,2021.5,2080.5,616.1532,634.1364,hwfs,fol,chlorite-sericite-quartz schist; strong to moderate foliation; dark to medium gray; moderate silicification; common quartz-calcite veins and laminations,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,2080.5,2099,634.1364,639.7752,flt,bx,substantial fault zone; light gray/tan; alternating intervals of fault gouge/crushed rock and ore consolidated schist; brecciated clasts from ~2mm-10mm; coloration significantly lighter than surrounding rock,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,2099,2378.5,639.7752,724.9668,hwfs,fol,chlorite-sericite-quartz schist; strong to moderate foliation; dark to medium gray; moderate silicification; common quartz-calcite veins and laminations; some zones appear to be more intermediate to mafic in composition,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,2378.5,2382.5,724.9668,726.186,md,mas,mafic dike; dark gray; aphanitic texture; common quartz-dolomite fracture fill,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JR,KM-22-93,2382.5,2428,726.186,740.0544,hwfs,fol,chlorite-quartz schist; strong to moderate foliation; dark to medium gray; moderate silicification; common quartz-calcite veins and laminations,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,0,49,0,14.9352,hwfs,bx,"sericite-chlorite-quartz schist, medium green ; moderate foliation; abundant psuedogranular texture; unit weak, shattered, heavy FeOx",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,49,136,14.9352,41.4528,hwfs,bx,"sericite-chlorite-quartz schist, medium green ; moderate foliation; abundant psuedogranular texture; unit weak, shattered, slight FeOx",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,136,215,41.4528,65.532,hwfs,fol,"sericite-chlorite-quartz schist, light green gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses, slight FeOx",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,215,283,65.532,86.2584,hwfs,fol,"sericite-quartz schist, light gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses, slight oxidation until 220",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,283,555,86.2584,169.164,hwfs,fol,"sericite-chlorite-quartz schist, medium green gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,555,560.5,169.164,170.8404,md,mas,"mafic dike, light green gray, fine grained, weakly magnetic",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,560.5,562.5,170.8404,171.45,hwfs,fol,"sericite-chlorite-quartz schist, medium green gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,562.5,563.5,171.45,171.7548,md,mas,"mafic dike, light green gray, fine grained, weakly magnetic",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,563.5,771,171.7548,235.0008,hwfs,fol,"sericite-chlorite-quartz schist, medium green gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses and veinlets.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,771,772.5,235.0008,235.458,md,mas,"mafic dike, light gray, fine grained, weakly magnetic",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,772.5,781,235.458,238.0488,hwfs,fol,"sericite-chlorite-quartz schist, medium green gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses and veinlets.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,781,782,238.0488,238.3536,md,mas,"mafic dike, light gray, fine grained",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,782,785,238.3536,239.268,hwfs,fol,"sericite-chlorite-quartz schist, medium green gray; strong foliation; scattered zones of fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses and veinlets.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,785,795,239.268,242.316,md,mas,"mafic dike, medium green gray, coarse grained, common cross cutting veinlets",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,795,962,242.316,293.2176,hwfs,fol,"sericite-quartz schist, medium-dark green gray; moderate foliation with zones of weak foliation; abundant fine pyroclastic/volcaniclastic texture; moderate quartz/dolomite lenses and veinlets.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JL,KM-22-92,962,1134,293.2176,345.6432,hwfs,fol,"sericite-chlorite-quartz schist, dark green gray; moderate foliation; fine pyroclastic/volcaniclastic texture; abundant quartz/dolomite lenses and veinlets, sparse zones of black chlorite.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1134,1135,345.6432,345.948,md,mas,"mafic dike, light gray, fine grained",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1135,1137.5,345.948,346.71,hwfs,fol,"sericite-chlorite-quartz schist, dark green gray; moderate foliation; fine pyroclastic/volcaniclastic texture; abundant quartz/dolomite lenses and veinlets, sparse zones of black chlorite.",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
JV,KM-22-92,1137.5,1139.5,346.71,347.3196,md,mas,"mafic dike, dark gray, alternating zones of fine-coarse grained sections",_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,,,,
