Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Lithology,Texture,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17
RH/JR,KM-22-62A,1170,1273,356.62,388.01,mvs,fol,"very fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1273,1297,388.01,395.33,mvs,mas,"flows; massive; dark green gray with abundant black spots, fine grained ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1297,1399,395.33,426.42,mvs,mas,flows; massive to weak foliation; medium to dark green gray,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1399,1403.5,426.42,427.79,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1403.5,1410,427.79,429.77,mvs,fol,"fine volcaniclastics(?); variable color and texture, altered very dark gray by dikes, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1410,1422.5,429.77,433.58,md,mas,"mafic dike, black margins, altered to medium gray in center, fine grained ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1422.5,1449,433.58,441.66,mvs,mas,flows; massive to weak foliation; medium to dark green gray,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1449,1476,441.66,449.88,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1476,1483,449.88,452.02,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1483,1514,452.02,461.47,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1514,1518.5,461.47,462.84,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1518.5,1569,462.84,478.23,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1569,1571,478.23,478.84,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1571,1580,478.84,481.58,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1580,1606,481.58,489.51,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, string foliation, abundant laminations of calcite, zones of prominent striping  ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1606,1629,489.51,496.52,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1629,1644,496.52,501.09,mvs,fol,"flow; very dark gray, strong foliation, sparse tiny white specks",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JR,KM-22-62A,1644,1701.5,501.09,518.62,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1701.5,1737,518.62,529.44,hwgs,fol,sericite-quartz schist with graphite ; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1737,1756,529.44,535.23,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1756,1758,535.23,535.84,hwgs,fol,sericite-quartz schist with graphite ; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1758,1792.5,535.84,546.35,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1792.5,1794,546.35,546.81,md,mas,"mafic dike, altered medium gray, fine grained ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1794,1910,546.81,582.17,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; common lenses of quartz ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1910,1912.5,582.17,582.93,qv,mas,quartz vein ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1912.5,1951,582.93,594.66,st,fol,"stringer to almost semi-massive sulfides in medium gray schist, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1951,1976.5,594.66,602.44,ms,fol,"massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1976.5,1998,602.44,608.99,hwfs,fol,"sericite schist, medium gray; fine laminations; strong foliation",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,1998,2027,608.99,617.83,ms,fol,"massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2027,2059.5,617.83,627.74,hwfs,fol,"sericite schist, medium gray; fine laminations; strong foliation, zones of weak mineralization ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2059.5,2070,627.74,630.94,ms,fol,"massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2070,2106.5,630.94,642.06,hwfs,fol,"sericite schist, medium gray; fine laminations; strong foliation, zones of weak mineralization ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2106.5,2109,642.06,642.82,sm-ms,fol,"semi-massive to massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2109,2114,642.82,644.35,st,fol,stringer sulfides in sericite schist,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2114,2125.5,644.35,647.85,hwfs,fol,"sericite schist, light to medium gray, strong foliation",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2125.5,2127,647.85,648.31,qv,mas,quartz vein ,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2127,2145.5,648.31,653.95,exh,mas,exhalite,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2145.5,2145.5,653.95,653.95,st,fol,"stringer to semi-massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2145.5,2153.5,653.95,656.39,hwfs,fol,"sericite schist, light to medium gray, strong foliation",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2153.5,2167,656.39,660.50,st,fol,"stringer to semi-massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2167,2175.5,660.50,663.09,hwfs,fol,"sericite schist, medium gray, strong foliation",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2175.5,2179,663.09,664.16,st,fol,"stringer to semi-massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2179,2197,664.16,669.65,fwfs,fol,"sericite schist, medium gray, strong foliation",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2197,2207.5,669.65,672.85,qv,mas,quartz veins  + dark schist,_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2207.5,2237.5,672.85,681.99,fwfs,fol,"sericite schist, medium gray, strong foliation",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-62A,2237.5,2238.5,681.99,682.29,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/BS,KM-22-62A,2238.5,2426,682.29,739.44,fwfs,fol,"sericite-black chlorite schist, medium gray, strong foliation, variable moderate to abundant black chlorite ",_Logs,KM-22-62A.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2157,2159,657.45,658.06,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2159,2167,658.06,660.50,hwfs,fol,"sericite schist, medium gray, fine laminations, strong foliation ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2167,2179,660.50,664.16,st,fol,"stringer sulfides in medium gray schist, brecciated ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2179,2183.5,664.16,665.53,sm-ms,fol,"semi-massive to massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2183.5,2196.5,665.53,669.49,hwfs,fol,scattered weak mineralization in medium gray schist ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2196.5,2199,669.49,670.26,md,mas,"mafic dike, medium green, fine grained ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2199,2240,670.26,682.75,hwfs,fol,scattered weak mineralization in medium gray schist ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2240,2244,682.75,683.97,st,fol,"stringer to semi-massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2244,2260,683.97,688.85,hwfs,fol,scattered weak mineralization in medium gray schist ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2260,2262,688.85,689.46,md,mas,"mafic dike, gray, fine grained ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2262,2266,689.46,690.68,hwfs,fol,scattered weak mineralization in medium gray schist ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2266,2271,690.68,692.20,st,fol,"stringer sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2271,2274,692.20,693.12,hwfs,fol,scattered weak mineralization in light gray schist  ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2274,2275,693.12,693.42,exh,mas,light gray exhalite ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2306,2306.5,702.87,703.02,st,fol,"stringer sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2306.5,2314,703.02,705.31,hwfs,fol,scattered weak mineralization in light gray schist  ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2314,2315.5,705.31,705.76,st,fol,"stringer to semi-massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2315.5,2326,705.76,708.96,hwfs,fol,scattered weak mineralization in light gray schist  ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2326,2326.6,708.96,709.15,sm,fol,"semi-massive sulfides, detailed in sample and mineralization logs ",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2326.6,2333,709.15,711.10,hwfs,fol,scattered weak mineralization in light gray schist  ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2333,2406,711.10,733.35,fwfs,fol,"sericite schist, light gray, strong foliation",_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2406,2555,733.35,778.76,fwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2555,2556,778.76,779.07,vn,mas,quartz vein,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-62,2556,2613,779.07,796.44,fwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse lenses of quartz,_Logs,KM-22-62.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,59,115,17.98,35.05,mvs,mas,"flows/intrusives?; almost massive, zones of very weak foliation; medium green gray, medium grained",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,115,135,35.05,41.15,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, common laminations of calcite, zones of prominent striping ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,135,375,41.15,114.30,mvs,mas,"flows/intrusives?; weak foliation to almost massive unit; medium to dark green gray, medium grained, abundant tiny white specks ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,375,480,114.30,146.30,mvs,fol,"foliated flows/intrusive?; medium to dark gray; moderate to strong foliation, scattered zones of tiny white specks  ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,480,587,146.30,178.92,mvs,mas,"flows/intrusives?; mostly massive unit with zones of very weak foliation; light to medium gray green, fine grained",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,587,591.5,178.92,180.29,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,591.5,683,180.29,208.18,mvs,mas,"flows/intrusives?; mostly massive unit with zones of very weak foliation; light to medium gray green, fine grained",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,683,786,208.18,239.57,mvs,fol,"sericite schist, medium green, increasingly dark below 760, fine laminations, sparse laminations of calcite,",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,786,829,239.57,252.68,mvs,fol,"flow?, very dark gray, weak to moderate foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,829,1037,252.68,316.08,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, sparse to common laminations of calcite, zones of prominent striping ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1037,1039,316.08,316.69,md,mas,"mafic dike, altered dark gray, fine grained ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1039,1105,316.69,336.80,mvs,fol,"sericite schist, medium to dark gray; fine laminations; strong foliation, sparse to common laminations of calcite, zones of prominent striping ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1105,1172,336.80,357.23,mvs,fol,"very fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1172,1176,357.23,358.44,md,mas,"mafic dike, black, medium grained ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1176,1178,358.44,359.05,mvs,fol,"very fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1178,1188,359.05,362.10,md,mas,"mafic dike, altered dark gray, medium grained, brecciated ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1188,1340,362.10,408.43,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, weak to moderate foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1340,1464,408.43,446.23,mvs,mas,"flows?  almost massive to weak foliation, medium gray green",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1464,1465.5,446.23,446.68,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1465.5,1468.5,446.68,447.60,mvs,mas,"flows?  almost massive to weak foliation, medium gray green",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1468.5,1473.5,447.60,449.12,md,mas,"mafic dike, black, fine grained ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1473.5,1485.5,449.12,452.78,mvs,mas,"flows?  almost massive to weak foliation, medium gray green",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1485.5,1489,452.78,453.85,md,mas,"mafic dike, black, fine grained, magnetic",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1489,1501,453.85,457.50,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1501,1522,457.50,463.91,mvs,fol,"sericite schist; foliated flow?, dark gray; strong foliation, unit sheared and weak, sparse laminations of calcite ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1522,1567,463.91,477.62,hwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium green gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1567,1666,477.62,507.80,hwfs,fol,"sericite-quartz schist; light gray; pyroclastic/volcaniclastic textures, pseudogranular texture; common lenses of quartz; strong foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1666,1671,507.80,509.32,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1671,1695,509.32,516.64,hwfs,fol,"sericite-quartz schist; light gray; pyroclastic/volcaniclastic textures, pseudogranular texture; common lenses of quartz; strong foliation  ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1695,1728,516.64,526.69,hwgs,fol,sericite-quartz schist with graphite; light gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1728,1740,526.69,530.35,hwfs,fol,"sericite-quartz schist; light gray; pyroclastic/volcaniclastic textures, common lenses of quartz; strong foliation",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1740,1764,530.35,537.67,hwgs,fol,sericite-quartz schist with graphite; light gray; pyroclastic/volcaniclastic textures; common lenses of quartz; strong foliation  ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1764,1903,537.67,580.03,hwfs,fol,"sericite-quartz schist; light gray; pyroclastic/volcaniclastic textures, common lenses of quartz; strong foliation; weak mineralization 1840-1903",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1903,1987,580.03,605.64,fwfs,fol,"sericite-black chlorite schist, medium gray to black, zones of abundant black chlorite, fine laminations, strong foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,1987,2057,605.64,626.97,fwfs,fol,"sericite schist, medium gray, scattered trace black chlorite, fine laminations, strong foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,2057,2073,626.97,631.85,fwfs,fol,"sericite-black chlorite schist, medium gray to black, zones of abundant black chlorite, fine laminations, strong foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,2073,2198,631.85,669.95,fwfs,fol,"sericite schist, medium gray, scattered trace to moderate black chlorite, fine laminations, strong foliation ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,2198,2284,669.95,696.16,fwfs,fol,sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz ,_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,2284,2286,696.16,696.77,md,mas,"mafic dike, altered dark brown gray, fine grained ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-61,2286,2592,696.77,790.04,fwfs,fol,"sericite-quartz schist; pyroclastic/volcaniclastic texture; light to medium gray; strong foliation; sparse to common lenses of quartz, scattered zones of pseudogranular texture to 2375 ",_Logs,KM-22-61.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-60,50,162,15.24,49.38,mvs,fol,"flows/intrusives?; weak foliation; medium to dark green gray, medium grained, zones of common tiny white specks ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,162,199,49.38,60.66,mvs,mas,"flows/intrusives?; massive; medium green gray, fine grained ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,199,308,60.66,93.88,mvs,fol,"flows/intrusives?; weak foliation; medium to dark green gray, medium grained, zones of common tiny white specks ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,308,320,93.88,97.54,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,320,330,97.54,100.58,vn,fol,"brecciated zone, silicified with magnetic dark streaks and pyrrhotite  ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,330,436,100.58,132.89,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,436,460.5,132.89,140.36,mvs,mas,"massive unit, intrusive?; light to medium green gray, fine grained",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,460.5,464,140.36,141.43,vn,fol,"brecciated zone, silicified with magnetic dark streaks and pyrrhotite  ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,464,534,141.43,162.76,mvs,mas,"massive unit, intrusive?; light to medium green gray, fine grained",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,534,631,162.76,192.33,mvs,fol,"very fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate to strong foliation, sparse to common laminations of calcite, scattered zones of prominent striping ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,631,636,192.33,193.85,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,636,811,193.85,247.19,mvs,fol,"sericite schist, medium to dark gray, fine laminations, strong foliation, sparse laminations of calcite, unit is sheared and crumbled (671 to 772)",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,811,851,247.19,259.38,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,851,898,259.38,273.71,mvs,fol,"sericite schist, medium to dark gray, fine laminations, strong foliation, common to abundant laminations of calcite, zones of prominent striping ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,898,911,273.71,277.67,mvs,fol,"flow?; weak foliation; dark gray, fine grained",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,911,1003,277.67,305.71,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation, sparse thin bands of calcite ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1003,1005,305.71,306.32,md,mas,"mafic dike, black, fine grained, altered",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1005,1049.5,306.32,319.89,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation, sparse thin bands of calcite ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1049.5,1051.5,319.89,320.50,md,mas,"mafic dike, black, fine grained, magnetic ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1051.5,1095,320.50,333.76,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation, sparse thin bands of calcite ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1095,1098,333.76,334.67,qv,mas,quartz vein ,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1098,1111,334.67,338.63,mvs,fol,"volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation, sparse thin bands of calcite ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1111,1191,338.63,363.02,mvs,mas,"flows? almost massive unit, medium green gray, fine grained",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH/JL,KM-22-60,1191,1281,363.02,390.45,mvs,fol,"sericite schist, medium gray green, mostly fine laminations, strong foliation,  sparse laminations of calcite ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-60,1281,1294,390.45,394.41,mvs,fol,"fine volcaniclastics(?); variable color and texture, medium green with common irregular streaks of light and darker, moderate foliation ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-60,1294,1308,394.41,398.68,mvs,fol,"sericite schist, medium gray green, mostly fine laminations, strong foliation, abundant laminations of calcite, zones of prominent striping ",_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
RH,KM-22-60,1308,1411,398.68,430.07,nr,,NO CORE - directional drilling,_Logs,KM-22-60.xlsx,,,,,,,,,,,,,,,,,
