SAMPLE,Recvd Wt.,Au,Ag,Al,As,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,Ga,K,La,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Sc,Sr,Th,Ti,Tl,U,V,W,Zn,Ag_2,foldername,filename,Cu_2,Au_2,Zn_2,Ce,Cs,Ge,Hf,In,Li,Nb,Rb,Re,Se,Sn,Ta,Te,Y,Zr,Sn_2,Pb_2
C523780,0.16,<0.005,<1,3.28,<50,440,<10,<20,1.88,<10,10,40,30,2.38,<50,0.8,<50,0.66,430,<10,2.14,20,480,30,0.12,<50,10,200,<50,0.27,<50,<50,80,<50,190,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523781,6.12,4.82,105,4.88,16100,80,<10,<20,1.40,110,<10,<10,340,22.5,<50,0.5,<50,1.93,550,<10,0.64,<10,<50,28600,>10.0,370,10,20,<50,0.06,<50,<50,<10,<50,54700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523782,2.85,1.060,29,5.18,5940,160,<10,<20,1.35,60,10,<10,630,5.93,<50,1.1,<50,2.29,580,<10,0.48,<10,510,8950,3.27,80,20,20,<50,0.09,<50,<50,10,<50,24300,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523783,3.61,0.013,1,5.12,100,180,<10,<20,1.74,<10,10,<10,80,5.92,<50,1.0,<50,2.49,790,<10,0.30,<10,820,110,0.24,<50,20,20,<50,0.12,<50,<50,20,<50,370,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523784,4.31,0.006,<1,5.29,50,200,<10,<20,1.47,<10,10,<10,120,6.44,<50,1.0,<50,2.43,750,<10,0.26,<10,880,280,0.13,<50,20,20,<50,0.10,<50,<50,20,<50,580,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523785,4.13,<0.005,<1,3.04,50,310,<10,<20,0.28,<10,10,10,<10,3.26,<50,1.1,<50,1.17,430,<10,1.20,10,300,20,<0.05,<50,10,20,<50,0.07,<50,<50,30,<50,70,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523786,3.52,0.007,<1,2.69,320,280,<10,<20,0.36,<10,10,10,10,2.48,<50,1.0,<50,0.95,390,<10,1.53,<10,320,40,0.11,<50,10,20,<50,0.08,<50,<50,20,<50,230,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523787,3.47,0.049,<1,4.59,8000,190,<10,<20,3.03,<10,10,10,90,6.21,<50,0.7,<50,2.30,1300,<10,1.36,<10,310,120,0.60,<50,10,50,<50,0.06,<50,<50,20,<50,80,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523788,5.35,0.005,<1,7.58,290,330,<10,<20,0.31,<10,30,80,210,11.65,<50,1.2,<50,3.77,2050,<10,1.29,40,540,20,0.06,<50,30,40,<50,0.09,<50,<50,150,<50,150,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523789,5.64,0.006,<1,3.81,<50,170,<10,<20,1.09,<10,10,20,50,3.51,<50,0.8,<50,2.84,750,<10,1.19,10,550,<20,0.23,<50,10,20,<50,0.10,<50,<50,60,<50,150,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523790,0.11,5.43,>200,3.46,1680,1830,<10,<20,2.46,190,70,90,7760,17.90,<50,1.0,<50,1.43,1250,800,0.76,60,470,21900,>10.0,1050,10,90,<50,0.18,<50,<50,140,<50,37000,359,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523791,5.11,0.013,2,4.61,70,170,<10,<20,0.79,<10,20,20,210,5.21,<50,0.7,<50,2.85,1150,<10,1.24,<10,530,40,1.61,100,10,30,<50,0.07,<50,<50,60,<50,150,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523792,4.04,<0.005,1,3.02,<50,180,<10,<20,0.78,<10,10,20,30,3.15,<50,0.6,<50,2.14,850,<10,1.36,10,510,<20,0.42,<50,10,30,<50,0.09,<50,<50,70,<50,130,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523793,5.18,0.005,1,5.75,<50,220,<10,<20,3.75,<10,30,110,190,7.73,<50,0.8,<50,4.94,3950,<10,1.04,30,540,<20,0.42,90,30,50,<50,0.23,<50,<50,220,<50,1710,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523794,2.87,0.013,1,4.85,100,130,<10,<20,4.15,50,30,140,640,8.09,<50,0.6,<50,5.91,4240,<10,0.76,60,480,30,1.09,380,20,50,<50,0.12,<50,<50,150,<50,15300,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523795,5.27,<0.005,1,5.63,50,160,<10,<20,1.87,<10,30,100,80,6.50,<50,0.6,<50,4.25,3180,<10,1.28,30,480,<20,<0.05,<50,30,50,<50,0.16,<50,<50,220,<50,310,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523796,6.46,<0.005,<1,6.12,60,210,<10,<20,3.35,<10,30,190,170,7.07,<50,0.6,<50,4.35,3740,<10,1.36,40,560,<20,0.26,<50,30,50,<50,0.20,<50,<50,250,<50,530,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523797,4.45,0.020,3,5.97,180,160,<10,<20,1.27,10,20,70,3700,11.85,<50,0.5,<50,6.21,6550,<10,0.81,10,660,20,2.74,950,20,30,<50,0.09,<50,<50,150,<50,4440,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523798,3.86,0.009,<1,5.41,110,150,<10,<20,1.25,30,40,40,700,11.65,<50,0.6,<50,4.18,3990,<10,0.79,10,560,30,6.03,110,20,30,<50,0.06,<50,<50,100,<50,8580,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523799,3.59,<0.005,<1,4.03,<50,170,<10,<20,0.87,<10,20,20,40,3.85,<50,0.6,<50,2.68,1320,<10,1.01,10,550,<20,<0.05,<50,10,30,<50,0.11,<50,<50,60,<50,370,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523800,0.16,<0.005,<1,3.42,<50,450,<10,<20,1.90,<10,10,40,20,2.32,<50,0.6,<50,0.64,450,<10,2.12,20,480,<20,<0.05,<50,10,210,<50,0.26,<50,<50,80,<50,50,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523801,4.87,0.047,<1,5.04,220,190,<10,<20,1.38,<10,20,20,70,3.94,<50,1.1,<50,4.01,780,<10,0.57,<10,370,50,0.50,50,10,40,<50,0.12,<50,<50,60,<50,200,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523802,3.96,0.015,1,3.99,270,290,<10,<20,1.90,<10,10,10,110,3.27,<50,1.6,<50,2.62,700,<10,0.32,<10,230,40,0.36,80,10,40,<50,0.10,<50,<50,50,<50,180,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523803,1.89,0.024,2,5.61,130,270,<10,<20,2.57,<10,10,30,120,4.33,<50,1.5,<50,3.15,810,<10,0.26,20,240,70,0.98,70,20,60,<50,0.11,<50,<50,60,<50,230,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523804,4.10,0.007,2,3.86,160,270,<10,<20,1.88,<10,10,10,40,3.51,<50,1.1,<50,2.74,620,<10,0.26,10,230,30,0.07,<50,10,40,<50,0.10,<50,<50,60,<50,140,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523805,4.58,0.027,1,3.91,60,280,<10,<20,1.68,<10,10,10,40,2.96,<50,1.5,<50,2.32,480,<10,0.23,<10,220,40,0.23,<50,10,30,<50,0.09,<50,<50,30,<50,140,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523806,3.83,0.342,7,5.78,160,220,<10,<20,3.57,<10,20,10,190,8.19,<50,1.2,<50,3.61,680,10,0.18,10,230,70,5.96,170,10,50,<50,0.08,<50,<50,50,<50,700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523807,4.29,0.049,4,3.65,210,240,<10,<20,2.72,<10,<10,10,100,2.48,<50,1.1,<50,1.86,550,<10,0.21,<10,80,190,0.36,80,10,30,<50,0.06,<50,<50,10,<50,490,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523808,4.77,3.41,51,0.99,35000,<50,<10,<20,4.20,220,40,<10,9540,22.1,<50,0.1,<50,3.80,2630,10,<0.05,<10,150,18750,>10.0,700,<10,20,<50,<0.05,<50,<50,20,<50,91800,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523809,3.86,1.010,8,7.93,21400,310,<10,<20,3.45,70,10,<10,1110,12.55,<50,1.4,<50,5.59,1430,<10,0.12,<10,350,6730,5.36,330,30,30,<50,0.16,<50,<50,160,<50,26700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523810,0.11,0.545,71,1.21,180,<50,<10,90,0.96,110,320,30,37500,28.8,<50,0.1,<50,2.04,790,10,0.07,50,120,2500,>10.0,<50,<10,<10,<50,0.05,<50,<50,10,<50,37100,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523811,4.37,0.174,5,4.75,400,230,<10,<20,7.95,110,10,<10,2020,13.10,<50,0.9,<50,5.55,2900,<10,0.08,<10,270,3770,9.42,980,20,50,<50,0.08,<50,<50,120,<50,46100,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523812,6.88,0.453,5,3.67,2410,70,<10,<20,6.80,130,20,<10,2240,15.70,<50,0.3,<50,6.41,2540,<10,<0.05,<10,70,4130,>10.0,1690,10,40,<50,0.05,<50,<50,30,<50,46200,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523813,7.77,0.590,13,1.60,2230,<50,<10,<20,5.43,120,30,<10,11000,18.75,<50,<0.1,<50,6.60,2430,<10,<0.05,<10,70,2210,>10.0,4050,<10,40,<50,<0.05,<50,<50,<10,<50,40500,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523814,6.26,0.030,3,2.55,70,<50,<10,<20,3.68,90,30,<10,8230,22.3,<50,<0.1,<50,6.54,1390,<10,<0.05,<10,<50,260,>10.0,<50,<10,20,<50,<0.05,<50,<50,<10,<50,35400,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523815,6.51,0.016,5,2.70,50,<50,<10,<20,5.42,20,30,<10,9510,16.25,<50,<0.1,<50,7.86,1160,<10,<0.05,<10,50,650,9.05,50,<10,20,<50,<0.05,<50,<50,<10,<50,10850,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523816,5.44,0.028,4,3.82,180,<50,<10,<20,5.01,30,20,<10,3620,18.85,<50,<0.1,<50,7.93,1960,<10,0.07,<10,80,630,>10.0,<50,10,70,<50,<0.05,<50,<50,10,<50,14550,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523817,4.10,0.006,2,7.37,50,430,<10,<20,4.61,<10,40,300,160,6.67,<50,1.0,<50,5.37,1180,<10,2.14,120,1510,20,0.24,<50,30,480,<50,0.72,<50,<50,220,<50,460,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523818,4.91,0.006,2,7.28,50,300,<10,<20,4.84,<10,40,390,60,6.48,<50,0.9,<50,6.00,1310,<10,2.42,180,1460,20,0.21,<50,20,470,<50,0.66,<50,<50,200,<50,160,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523819,2.77,0.019,4,4.84,370,1170,<10,<20,3.95,70,10,60,5590,9.86,<50,0.3,<50,9.65,1820,<10,0.68,30,400,1570,4.48,50,10,600,<50,0.18,<50,<50,40,<50,26700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523820,0.16,<0.005,1,3.40,<50,440,<10,<20,1.89,<10,10,40,30,2.28,<50,0.6,<50,0.63,440,<10,2.06,20,460,<20,0.05,<50,10,210,<50,0.26,<50,<50,80,<50,90,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523821,5.31,0.006,1,5.93,90,2690,<10,<20,4.62,<10,40,520,110,7.14,<50,0.8,<50,8.45,1280,<10,1.59,260,980,270,0.87,<50,30,680,<50,0.56,<50,<50,160,<50,1890,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523822,5.36,0.005,2,7.03,<50,340,<10,<20,4.92,<10,40,360,60,6.07,<50,1.2,<50,6.62,1400,<10,2.43,170,1270,20,0.10,60,20,490,<50,0.65,<50,<50,190,<50,110,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523823,5.94,0.006,1,7.94,60,450,<10,<20,3.18,<10,30,160,50,6.06,<50,1.4,<50,4.47,1330,<10,3.32,70,1830,<20,0.14,150,20,510,<50,0.70,<50,<50,200,<50,100,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523824,4.60,0.065,2,7.51,90,340,<10,<20,4.77,<10,30,170,540,6.84,<50,1.2,<50,4.66,1300,<10,2.51,50,1540,70,0.44,140,30,490,<50,0.77,<50,<50,230,<50,770,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523825,3.23,0.554,12,2.11,1280,<50,<10,<20,7.86,50,20,<10,6400,16.40,<50,<0.1,<50,6.80,2710,<10,<0.05,<10,60,850,7.19,1490,10,60,<50,<0.05,<50,<50,10,<50,16750,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523826,4.64,0.515,17,1.60,400,<50,<10,<20,5.15,190,30,<10,9370,17.35,<50,<0.1,<50,5.06,1690,<10,<0.05,<10,50,1830,>10.0,4460,<10,30,<50,<0.05,<50,<50,<10,<50,65700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523827,5.64,0.039,3,3.52,100,90,<10,<20,5.73,40,30,60,5390,17.55,<50,0.1,<50,6.87,1360,<10,0.32,20,370,220,>10.0,160,10,100,<50,0.17,<50,<50,40,<50,17050,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523828,6.79,0.029,4,2.86,70,<50,<10,<20,4.94,50,40,<10,10750,20.0,<50,<0.1,<50,7.17,1340,<10,<0.05,<10,<50,230,>10.0,<50,<10,10,<50,<0.05,<50,<50,<10,<50,21700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523829,6.08,0.021,5,3.78,50,<50,<10,<20,5.04,20,30,<10,3350,17.40,<50,<0.1,<50,8.29,1170,<10,<0.05,<10,70,820,9.39,<50,10,20,<50,<0.05,<50,<50,<10,<50,8620,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523830,0.11,5.19,>200,3.40,1640,1890,<10,30,2.40,190,70,90,7520,17.60,<50,1.0,<50,1.41,1210,750,0.76,50,480,21600,>10.0,1020,10,90,<50,0.18,<50,<50,130,<50,35800,360,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523831,6.70,0.081,6,1.76,120,<50,<10,<20,3.50,70,60,<10,3200,23.9,<50,<0.1,<50,6.12,1320,<10,<0.05,<10,<50,2090,>10.0,<50,<10,10,<50,<0.05,<50,<50,<10,<50,26600,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523832,5.47,0.061,3,4.12,90,<50,<10,<20,4.87,60,10,<10,1630,13.90,<50,<0.1,<50,9.02,1750,<10,<0.05,<10,70,1160,8.25,<50,10,30,<50,<0.05,<50,<50,10,<50,25700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523833,5.32,0.006,<1,7.42,<50,530,<10,<20,6.42,<10,30,150,170,7.68,<50,0.9,<50,5.45,1220,<10,2.05,50,2560,110,0.96,<50,20,700,<50,0.84,<50,<50,260,<50,1500,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523834,3.65,0.036,3,4.34,70,60,<10,<20,6.12,80,20,20,2250,11.55,<50,0.1,<50,8.96,1710,<10,0.24,<10,340,1000,6.53,<50,10,110,<50,0.12,<50,<50,30,<50,31400,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523835,5.08,0.098,11,3.04,220,<50,<10,<20,4.92,70,50,<10,22800,15.00,<50,<0.1,<50,9.39,1980,<10,<0.05,<10,<50,2680,9.89,<50,<10,20,<50,<0.05,<50,<50,<10,<50,25700,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523836,6.72,0.055,6,3.96,240,<50,<10,<20,4.92,50,20,<10,2310,12.70,<50,<0.1,<50,8.71,1560,<10,<0.05,<10,60,2570,8.19,100,10,20,<50,<0.05,<50,<50,<10,<50,21100,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523837,5.96,0.141,7,1.95,320,<50,<10,<20,6.36,120,<10,10,4520,12.90,<50,<0.1,<50,7.72,1530,<10,<0.05,<10,100,2310,>10.0,60,<10,30,<50,<0.05,<50,<50,10,<50,53400,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523838,3.39,0.008,1,6.93,90,750,<10,<20,6.69,<10,40,230,100,7.29,<50,0.7,<50,6.72,1060,<10,1.73,100,2380,70,0.41,<50,30,700,<50,0.79,<50,<50,250,<50,380,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523839,5.23,0.275,8,2.73,210,<50,<10,<20,6.78,90,10,<10,3040,9.29,<50,<0.1,<50,7.72,1490,<10,<0.05,<10,60,1970,6.49,220,10,50,<50,<0.05,<50,<50,<10,<50,35000,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523840,0.16,0.005,1,3.63,<50,460,<10,<20,1.94,<10,10,40,30,2.37,<50,0.6,<50,0.66,460,<10,2.11,20,490,<20,0.06,<50,10,220,<50,0.26,<50,<50,80,<50,120,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523841,4.57,0.007,<1,7.01,60,800,<10,<20,4.32,<10,30,130,80,6.69,<50,1.1,<50,4.80,1120,<10,2.23,40,2070,<20,0.27,<50,20,530,<50,0.80,<50,<50,280,<50,1320,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523842,1.47,0.530,2,5.06,6600,70,<10,<20,6.65,160,10,10,2080,10.95,<50,0.2,<50,5.08,1430,<10,0.23,<10,410,290,7.18,60,10,120,<50,0.10,<50,<50,30,<50,63200,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523843,4.71,0.011,<1,5.49,190,270,<10,<20,1.69,<10,20,20,90,6.99,<50,1.4,<50,2.76,830,<10,0.47,10,1060,<20,0.63,<50,20,50,<50,0.21,<50,<50,100,<50,340,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523844,5.65,0.264,3,6.90,290,250,<10,<20,1.05,<10,20,<10,1250,8.62,<50,1.3,<50,3.04,750,<10,0.28,<10,950,370,1.34,<50,30,20,<50,0.11,<50,<50,70,<50,1880,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523845,7.16,5.36,51,0.32,22800,<50,<10,<20,9.05,290,20,<10,5270,15.55,<50,<0.1,<50,4.82,2890,<10,<0.05,<10,<50,19200,>10.0,300,<10,30,<50,<0.05,<50,<50,<10,<50,>100000,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,13.25,,,,,,,,,,,,,,,,,
C523846,7.78,>10.0,65,0.49,61000,<50,<10,<20,8.32,210,<10,<10,4350,16.95,<50,<0.1,<50,4.06,2430,<10,<0.05,<10,<50,30600,>10.0,430,<10,20,<50,<0.05,<50,<50,<10,<50,>100000,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,16.20,10.35,,,,,,,,,,,,,,,,,
C523847,7.73,8.28,>200,1.51,37300,<50,<10,<20,4.76,130,190,<10,30900,18.30,<50,<0.1,<50,5.03,1160,<10,<0.05,<10,70,28000,>10.0,270,<10,10,<50,<0.05,<50,50,<10,<50,63500,290,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523848,8.99,3.30,>200,1.23,21000,<50,<10,<20,6.97,110,70,<10,18150,20.3,<50,<0.1,<50,5.92,1250,<10,<0.05,<10,<50,5320,>10.0,80,<10,20,<50,<0.05,<50,<50,<10,<50,44900,279,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523849,5.88,0.875,48,<0.05,10800,<50,<10,<20,8.62,240,<10,<10,3270,17.05,<50,<0.1,<50,4.71,2450,<10,<0.05,<10,<50,15100,>10.0,690,<10,20,<50,<0.05,<50,<50,<10,<50,>100000,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,11.00,,,,,,,,,,,,,,,,,
C523850,0.11,0.536,70,1.19,180,<50,<10,80,0.94,110,320,20,37100,28.3,<50,0.1,<50,2.01,780,10,0.07,60,120,2500,>10.0,<50,<10,<10,<50,0.05,<50,<50,10,<50,36600,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523851,6.84,0.339,33,<0.05,3770,<50,<10,<20,10.90,230,10,<10,4360,17.25,<50,<0.1,<50,5.50,3440,<10,<0.05,<10,<50,15000,>10.0,400,<10,30,<50,<0.05,<50,<50,<10,<50,97100,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523852,7.43,4.63,26,0.16,94600,<50,<10,<20,7.12,180,<10,<10,7610,19.60,<50,<0.1,<50,3.97,2290,<10,<0.05,<10,<50,14350,>10.0,610,<10,20,<50,<0.05,<50,<50,<10,<50,83200,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523853,5.80,1.410,5,2.19,24000,<50,<10,<20,8.26,90,<10,<10,680,17.05,<50,<0.1,<50,7.06,1960,<10,<0.05,<10,50,1250,>10.0,70,<10,30,<50,<0.05,<50,<50,<10,<50,39800,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523854,5.67,0.096,4,3.39,1460,<50,<10,<20,10.85,30,<10,<10,410,11.00,<50,<0.1,<50,9.47,1890,<10,<0.05,<10,90,1530,5.22,<50,10,40,<50,<0.05,<50,<50,<10,<50,13950,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523855,6.65,0.060,8,3.77,270,<50,<10,<20,8.53,40,<10,<10,740,12.10,<50,<0.1,<50,9.31,1520,<10,<0.05,<10,100,8170,8.33,<50,10,20,<50,<0.05,<50,<50,<10,<50,21400,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523856,6.04,0.028,3,6.09,320,<50,<10,<20,4.74,10,20,10,250,10.35,<50,<0.1,<50,8.87,930,<10,<0.05,10,360,2090,3.06,<50,20,20,<50,0.18,<50,<50,170,<50,7390,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523857,2.45,0.077,6,5.38,1040,<50,<10,<20,4.14,40,20,<10,3330,11.70,<50,0.1,<50,7.63,1120,<10,<0.05,<10,670,880,6.85,<50,20,30,<50,0.11,<50,<50,40,<50,15150,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523858,3.73,0.728,2,4.89,15050,<50,<10,<20,5.74,20,20,<10,800,12.55,<50,0.1,<50,7.36,1410,<10,0.05,<10,580,1780,7.66,<50,20,30,<50,0.10,<50,<50,40,<50,11000,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523859,2.57,0.081,10,6.84,810,<50,<10,<20,0.87,10,20,<10,690,7.07,<50,0.1,<50,6.55,310,<10,0.08,<10,1250,1880,1.51,280,30,10,<50,0.22,<50,<50,100,<50,5770,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523860,0.16,0.013,1,3.64,<50,440,<10,<20,1.91,<10,10,40,30,2.33,<50,0.7,<50,0.65,450,<10,2.11,20,470,<20,0.05,<50,10,210,<50,0.26,<50,<50,80,<50,60,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523861,2.98,0.018,2,10.30,50,<50,<10,<20,0.47,<10,10,<10,30,4.62,<50,0.3,<50,12.30,280,10,0.34,<10,300,180,0.15,<50,20,30,<50,0.10,<50,<50,10,<50,520,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523862,3.49,0.066,<1,9.30,<50,80,<10,<20,0.09,<10,<10,<10,20,3.39,<50,0.7,<50,9.68,190,<10,0.80,10,200,30,<0.05,<50,20,60,<50,0.11,<50,<50,10,<50,470,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523863,4.39,0.047,1,9.62,760,<50,<10,<20,3.35,<10,<10,100,70,5.87,<50,<0.1,<50,13.75,790,10,<0.05,60,90,90,0.12,<50,20,20,<50,0.06,<50,<50,10,<50,690,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523864,5.29,0.289,18,5.58,1600,<50,<10,<20,5.73,40,10,110,1410,13.40,<50,<0.1,<50,9.36,1210,10,<0.05,70,80,5790,>10.0,920,10,20,<50,0.06,<50,<50,10,<50,16500,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
C523865,3.83,0.089,7,8.23,2630,60,<10,<20,0.41,<10,20,80,2740,9.20,<50,0.3,<50,7.99,320,<10,0.11,40,160,110,3.82,1130,20,20,<50,0.10,<50,<50,10,<50,2050,,TU21211534 35 36 37 38 39 41,TU21211534.csv,,,,,,,,,,,,,,,,,,,,
