Geo,Hole _ID,Depth_ft,Depth_m,Angle_deg,Notes,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,From_ft,From_m,Dip_deg,_19,_20
,KM-21-40,1810,551.7,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1825,556.3,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1840,560.8,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1855,565.4,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1870,570.0,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1882.5,573.8,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1885,574.5,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1900,579.1,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1915,583.7,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1930,588.3,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1937,590.4,25,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1945,592.8,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1950,594.4,50,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1956,596.2,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1959,597.1,20,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1975,602.0,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1985,605.0,15,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1987,605.6,10,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1992,607.2,25,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1997,608.7,10,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2005,611.1,15,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2007,611.7,20,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2014,613.9,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2027,617.8,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2041,622.1,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2055,626.4,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2070,630.9,25,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2080,634.0,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2092,637.6,20,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2102,640.7,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2117,645.3,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2131,649.5,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2145,653.8,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2160,658.4,60,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2164,659.6,25,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2166,660.2,20,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2173,662.3,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2183,665.4,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2193,668.4,50,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2200,670.6,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2206,672.4,50,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2213,674.5,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2220,676.7,25,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2229.5,679.6,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2245,684.3,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,1260,384.0,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2285,696.5,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2291,698.3,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2306,702.9,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2316,705.9,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2321,707.4,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2333,711.1,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2356,718.1,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2369,722.1,45,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2380,725.4,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2389,728.2,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2401,731.8,35,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2415,736.1,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2424,738.8,30,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-40,2433,741.6,40,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,10,3.0,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,25,7.6,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,28-64,#VALUE!,,massive,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,66,20.1,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,75,22.9,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,90,27.4,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,101,30.8,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,113,34.4,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,124,37.8,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,128,39.0,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,131,39.9,30,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,145,44.2,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,152,46.3,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,167,50.9,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,177,53.9,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,185,56.4,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,200,61.0,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,209,63.7,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,221,67.4,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,232,70.7,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,249,75.9,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,265,80.8,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,274,83.5,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,286,87.2,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,300,91.4,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,302,92.0,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,316,96.3,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,323,98.5,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,328,100.0,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,330,100.6,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,339,103.3,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,352,107.3,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,365,111.3,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,376,114.6,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,385,117.3,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,399,121.6,55,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,407,124.1,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,413,125.9,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,426,129.8,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,434,132.3,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,449,136.9,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,461,140.5,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,477,145.4,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,482,146.9,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,500,152.4,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,520,158.5,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,545,166.1,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,560,170.7,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,571,174.0,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,583,177.7,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,597,182.0,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,613,186.8,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,631,192.3,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,637,194.2,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,648,197.5,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,665,202.7,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,680,207.3,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,696,212.1,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,710,216.4,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,725,221.0,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,740,225.6,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,755,230.1,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,770,234.7,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,785,239.3,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,791,241.1,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,802,244.4,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,813,247.8,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,823,250.9,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,835,254.5,30,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,850,259.1,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,865,263.7,30,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,877,267.3,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,891,271.6,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,903,275.2,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,917,279.5,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,927,282.5,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,935,285.0,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,947,288.6,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,959,292.3,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,970,295.7,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,977,297.8,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,990,301.8,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,996,303.6,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1010,307.8,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1015,309.4,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1024,312.1,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1035,315.5,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1045,318.5,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1060,323.1,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1071,326.4,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1082,329.8,20,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1089,331.9,30,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1093,333.1,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1101,335.6,25,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1109,338.0,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1121,341.7,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1126,343.2,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1141,347.8,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1153,351.4,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1165,355.1,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1170,356.6,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1189,362.4,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1193,363.6,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1203,366.7,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1216,370.6,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1225,373.4,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1239,377.6,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1255,382.5,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1263,385.0,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1277,389.2,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1290,393.2,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1303,397.2,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1313,400.2,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1326,404.2,5,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1333,406.3,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1352,412.1,15,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1354,412.7,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1361,414.8,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1375,419.1,0,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-39,1389,423.4,10,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,0-4,#VALUE!,,massive,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,46,14.0,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,48,14.6,30,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,55,16.8,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,77,23.5,55,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,88,26.8,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,93,28.3,30,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,104,31.7,20,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,106-130,#VALUE!,,massive,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,133,40.5,30,very weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,150,45.7,35,weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,159,48.5,30,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,168-194,#VALUE!,,massive,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,197,60.0,40,weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,203,61.9,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,245,74.7,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,260,79.2,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,275,83.8,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,290,88.4,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,305,93.0,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,320,97.5,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,335,102.1,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,350,106.7,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,363,110.6,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,380,115.8,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,395,120.4,25,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,410,125.0,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,425,129.5,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,440,134.1,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,455,138.7,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,465,141.7,30,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,477,145.4,20,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,495,150.9,35,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,512,156.1,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,525,160.0,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,540,164.6,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,555,169.2,55,very weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,570,173.7,35,weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,585,178.3,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,600,182.9,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,615,187.5,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,630,192.0,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,645,196.6,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,660,201.2,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,675,205.7,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,688-748,#VALUE!,,massive,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,750,228.6,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,765,233.2,50,very weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,780,237.7,50,weak,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,796,242.6,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,810,246.9,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,825,251.5,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,840,256.0,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,855,260.6,40,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,870,265.2,45,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,885,269.7,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,900,274.3,60,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,915,278.9,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,930,283.5,50,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
,KM-21-38,945,288.0,55,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,,,,,,,,,,
