Geo,Hole _ID,Depth_ft,Depth_m,Angle_deg,Notes,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,From_ft,From_m,Dip_deg,_19,_20
JR,KM-22-95,15,4.57,25,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,29,8.84,30,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,45,13.72,30,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,60,18.29,45,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,75,22.86,45,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,90,27.43,40,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,105,32.00,40,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,111,33.83,10,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,120,36.58,15,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,129,39.32,50,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,140,42.67,30,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,148,45.11,20,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,165,50.29,10,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,177,53.95,5,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,189,57.61,15,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,205,62.48,10,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,220,67.06,20,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,225,68.58,30,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,240,73.15,25,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,255,77.72,15,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,270,82.30,15,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JR,KM-22-95,285,86.87,30,weak,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,40,12.19,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,47,14.33,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,60,18.29,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,75,22.86,65,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,90,27.43,85,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,105,32.00,10,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,120,36.58,10,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,135,41.15,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,150,45.72,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,165,50.29,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,180,54.86,10,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,195,59.44,80,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,210,64.01,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,225,68.58,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,240,73.15,85,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,255,77.72,80,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,270,82.30,na,crushed,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,285,86.87,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,300,91.44,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,315,96.01,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,330,100.58,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,345,105.16,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,360,109.73,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,375,114.30,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,390,118.87,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,405,123.44,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,420,128.02,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,435,132.59,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,450,137.16,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,465,141.73,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,480,146.30,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,495,150.88,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,510,155.45,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,525,160.02,65,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,540,164.59,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,555,169.16,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,570,173.74,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,590,179.83,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,600,182.88,na,in dike; massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,615,187.45,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,623,189.89,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,630,192.02,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,645,196.60,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,660,201.17,30,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,675,205.74,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,857.5,261.37,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,858,261.52,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,870,265.18,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1065,324.61,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1067,325.22,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1070,326.14,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1143,348.39,,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1145,349.00,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1160,353.57,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1175,358.14,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1190,362.71,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1230,374.90,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1245,379.48,65,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1260,384.05,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1262,384.66,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1275,388.62,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1280,390.14,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1295,394.72,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1310,399.29,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1325,403.86,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1340,408.43,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1355,413.00,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1370,417.58,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1385,422.15,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1397.5,425.96,na,masi,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1400,426.72,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1475,449.58,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1490,454.15,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1505,458.72,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1520,463.30,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1545,470.92,na,fault,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1549.5,472.29,na,fault,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1565,477.01,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1580,481.58,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1595,486.16,65,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1610,490.73,65,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1625,495.30,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1640,499.87,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1655,504.44,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1670,509.02,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1685,513.59,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1700,518.16,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1715,522.73,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1730,527.30,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1745,531.88,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1760,536.45,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1775,541.02,na,massive,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1790,545.59,70,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1805,550.16,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1820,554.74,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1835,559.31,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1850,563.88,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1865,568.45,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1880,573.02,55,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
MH,KM-22-94,1895,577.60,60,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,1910,,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,1925,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,1942,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,1953,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,1970,,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,1985,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2000,,35,weak,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2015,,40,weak,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2030,,40,weak,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2045,,35,weak,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2060,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2075,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2090,,50,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2106,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2120,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2132,,25,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2134,,30,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2150,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2165,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2180,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2195,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2210,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2225,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2240,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2255,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2270,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2271.5,,20,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2272.5,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2285,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2300,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2315,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2330,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2345,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2360,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2375,,40,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2390,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2405,,35,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,2420,,45,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JL,KM-22-94,,,,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,,,,,,,,,,
JV,KM-22-93X,,,,,_Logs,KM-22-93X.xlsx,,,,,,,,,,,,,,,,,,,15,4.57,35,,
JV,KM-22-93X,,,,,_Logs,KM-22-93X.xlsx,,,,,,,,,,,,,,,,,,,30,9.14,20,,
JV,KM-22-93X,,,,,_Logs,KM-22-93X.xlsx,,,,,,,,,,,,,,,,,,,45,13.72,25,,
JV,KM-22-93,,,,weak,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,15,4.57,40,,
JV,KM-22-93,,,,weak,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,30,9.14,20,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,45,13.72,10,,
JV,KM-22-93,,,,massive,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,60,18.29,,,
JV,KM-22-93,,,,massive,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,75,22.86,,,
JV,KM-22-93,,,,massive,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,90,27.43,,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,105,32.00,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,120,36.58,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,135,41.15,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,150,45.72,25,,
JV,KM-22-93,,,,weak,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,165,50.29,30,,
JV,KM-22-93,,,,weak,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,180,54.86,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,195,59.44,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,210,64.01,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,225,68.58,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,240,73.15,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,255,77.72,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,270,82.30,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,285,86.87,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,300,91.44,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,315,96.01,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,330,100.58,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,345,105.16,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,360,109.73,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,375,114.30,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,390,118.87,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,405,123.44,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,420,128.02,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,435,132.59,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,450,137.16,30,,
JV,KM-22-93,,,,massive,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,465,141.73,,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,480,146.30,20,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,495,150.88,15,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,510,155.45,20,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,525,160.02,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,540,164.59,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,555,169.16,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,570,173.74,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,585,178.31,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,600,182.88,45,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,615,187.45,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,630,192.02,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,645,196.60,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,660,201.17,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,675,205.74,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,690,210.31,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,705,214.88,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,720,219.46,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,735,224.03,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,750,228.60,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,765,233.17,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,780,237.74,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,795,242.32,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,810,246.89,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,825,251.46,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,840,256.03,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,855,260.60,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,870,265.18,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,885,269.75,45,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,900,274.32,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,915,278.89,30,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,930,283.46,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,945,288.04,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,960,292.61,25,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,975,297.18,40,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,990,301.75,50,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,1005,306.32,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,1020,310.90,35,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,1035,315.47,45,,
JV,KM-22-93,,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,,,,,,1050,320.04,40,,
