Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Alt_Type,qs,qz,chl,bc,cal,dol,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,FeCarb
RH,KM-21-46,952.5,1149.7,290.32,350.43,qs,5,,,,,,(starting at graphite),_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1149.7,1159,350.43,353.26,qs,,1,,,,,"massive sulfide, silicification??",_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1159,1164,353.26,354.79,qz,,3,,,,2,exhalite plus minor sulfides,_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1164,1173.5,354.79,357.68,,,,,,,,massive sulfide zone,_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1173.5,1177.5,357.68,358.90,qz,2,,,,,1,exhalite plus schist,_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1177.5,1190,358.90,362.71,qs,5,,,2,,,,_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1190,1262,362.71,384.66,qs,5,,,1,,,,_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-46,1162,1351,354.18,411.78,qs,5,,,,,,,_Logs,KM-21-46.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1288,1363,392.58,415.44,qs,5,,,,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1363,1410,415.44,429.77,qs,4,,,,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1410,1415,429.77,431.29,,,,,,,,dike,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1415,1430,431.29,435.86,qs,4,,,,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1430,1457,435.86,444.09,qs,5,,,1,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1457,1464,444.09,446.23,qs,5,,,,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1464,1480,446.23,451.10,qs,5,,,2,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1480,1488,451.10,453.54,qs,5,,,,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1488,1513,453.54,461.16,qs,5,,,1,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1513,1519,461.16,462.99,qs,5,1,,,,,scattered silicification in mineralization ,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1519,1664,462.99,507.19,qs,5,,,1,,,scattered trace black chlorite,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-45,1664,1671,507.19,509.32,qs,5,,,,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
SP,KM-21-45,1671,1686,509.32,513.89,,5,,,,,,felsic flow or bleached alteration,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
SP,KM-21-45,1686,1709,513.89,520.90,qs,5,,,1,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
SP,KM-21-45,1709,1713,520.90,522.12,qs,5,,,2,,,,_Logs,KM-21-45.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,893,1151,272.19,350.82,qs,5,,,,,,start at graphite,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1151,1159.5,350.82,353.42,qs,5,,,1,,,scattered streaks of black chlorite ,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1159.5,1160.1,353.42,353.60,qs,5,1,,,,,"massive sulfides, ",_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1161.1,1161.4,353.90,353.99,qs,5,,,,,,,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1161.4,1182.5,353.99,360.43,qs,5,2,,,,,"massive sulfides, silicification and/or minor exhalite ",_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1182.5,1204,360.43,366.98,dol,,3,,,,3,"exhalite; quartz + dolomite, with stringer to SM mineralization ",_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1204,1221,366.98,372.16,qs,5,,,1,,,"scattered trace black chlorite, variable mineralization ",_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1221,1224,372.16,373.08,qs,5,2,,,,,"massive sulfides, silicification and/or minor exhalite ",_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1224,1225.5,373.08,373.53,qs,5,,,,,,,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1225.5,1228.5,373.53,374.45,qs,5,1,,,,,"semi-massive to massive sulfides, silicification and/or minor exhalite ",_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1228.5,1239,374.45,377.65,qs,5,,,1,,,,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1239,1259,377.65,383.74,qs,5,,,2,,,,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1259,1385,383.74,422.15,qs,5,,,,,,nil black chlorite ,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-44,1385,1414.5,422.15,431.14,bc,5,,,5,,,mostly black chlorite ,_Logs,KM-21-44.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1570,1741,478.54,530.66,qs,5,,,,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1741,1759,530.66,536.14,qs,5,,,1,,,rare streaks of black chlorite ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1759,1808,536.14,551.08,qs,5,,,,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1808,1824,551.08,555.96,qs,5,,,1,,,rare streaks of black chlorite ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1824,1863,555.96,567.84,qs,5,,,,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1863,1900,567.84,579.12,bc,5,,,4,,,abundant black chlorite ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1900,1941,579.12,591.62,qs,5,,,2,,,scattered black chlorite ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1941,1947,591.62,593.45,bc,5,,,4,,,abundant black chlorite ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1947,1985,593.45,605.03,qs,5,,,1,,,rare streaks of black chlorite ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1985,1990,605.03,606.55,qs,5,1,,,,,"mineralization, weak silicification",_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,1990,2000.5,606.55,609.75,qs,5,,,1,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2000.5,2009,609.75,612.34,bc,5,,,4,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2009,2010.5,612.34,612.80,dol,5,,,,,3,exhalite,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2010.5,2019,612.80,615.39,qs,5,,,2,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2019,2043,615.39,622.71,qs,5,,,1,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2043,2062,622.71,628.50,qs,5,,,2,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2062,2077,628.50,633.07,qs,5,2,,,,,silicification ,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2077,2124,633.07,647.40,qs,5,,,1,,,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2124,2184,647.40,665.68,bc,5,,,3,,1,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2184,2206,665.68,672.39,qs,5,,,2,,1,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-43,2206,2251,672.39,686.10,bc,5,,,4,,2,,_Logs,KM-21-43.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2476,2786.5,754.68,849.33,qs,5,,,,,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2786.5,2804,849.33,854.66,qs,,,,,silicification and/or exhalite; massive sulfide mineralization,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2804,2814,854.66,857.71,qs,5,,,,silicification and/or exhalite; weak/stringer mineralization,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2814,2827,857.71,861.67,qs,4,,,,trace black chlorite,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2827,2829.8,861.67,862.52,qz,,4,,,quartz vein/quartz-dolomite exhalite(?),,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,1
RH,KM-21-42C,2829.8,2840,862.52,865.63,qs,4,,,,trace black chlorite,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2840,2910,865.63,886.97,qs,5,2,,1,"silicification, zones of weak mineralization",,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,2910,3004,886.97,915.62,qs,5,,,,,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,3004,3055,915.62,931.16,qs,5,,,1,,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,
RH,KM-21-42C,3055,3126,931.16,952.80,qs,5,,,2,,,,_Logs,KM-21-42C.xlsx,,,,,,,,,,,,,,1
RH,,2465,2620,751.33,798.58,qs,5,,,,,,,_Logs,KM-21-42B.xlsx,,,,,,,,,,,,,,
RH,,2620,2651,798.58,808.02,qs,,,,1,trace black chlorite,,,_Logs,KM-21-42B.xlsx,,,,,,,,,,,,,,
RH,,2651,2661.5,808.02,811.23,qs,5,1,,,"mineralized zone, patchy silicification ",,,_Logs,KM-21-42B.xlsx,,,,,,,,,,,,,,
RH,,2661.5,2680,811.23,816.86,qs,5,,,,,,,_Logs,KM-21-42B.xlsx,,,,,,,,,,,,,,
RH,,2680,2741,816.86,835.46,qs,5,,,2,,,,_Logs,KM-21-42B.xlsx,,,,,,,,,,,,,,
RH,,2741,2914,835.46,888.19,qs,5,,,,,,,_Logs,KM-21-42B.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2482,2624,756.51,799.80,qs,5,,,,(starting at end of graphite),,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2624,2642,799.80,805.28,qs,5,,,1,trace black chlorite ,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2642,2660,805.28,810.77,qs,5,1,,,scattered minor exhalite and/or silicification in mineralized zone,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2660,2708,810.77,825.40,qs,5,,,1,trace black chlorite ,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2708,2752,825.40,838.81,qs,5,2,,,patchy weak silicification and weak mineralization  ,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2752,2800.5,838.81,853.59,qs,5,,,,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2800.5,2825,853.59,861.06,qs,5,,,,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2825,2839,861.06,865.33,qs,5,1,,,patchy weak silicification,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2839,2864,865.33,872.95,qs,5,,,,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2864,2869,872.95,874.47,qs,5,1,,,patchy weak silicification and weak mineralization  ,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2869,2877,874.47,876.91,qs,5,,,,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2877,2894,876.91,882.09,qs,5,,,1,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2894,2920,882.09,890.02,qs,5,,,,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2920,2962,890.02,902.82,qs,5,,,1,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,2962,3009,902.82,917.14,bc,5,,,3,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,3009,3040,917.14,926.59,qs,5,,,2,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42A,3040,3047,926.59,928.73,qs,5,,,1,,,,_Logs,KM-21-42A.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2472,2618,753.47,797.97,qs,5,,,,,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2618,2620.5,797.97,798.73,,,,,,quartz-feldspar vein,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2620.5,2643,798.73,805.59,qs,5,,,,,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2643,2653.5,805.59,808.79,qz,,3,,,quartz-dolomite exhalite,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,3
RH,KM-21-42,2653,2659,808.63,810.46,qs,5,,,,weak to semi-massive mineralization ,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2659,2664,810.46,811.99,qz,,4,,,quartz-dolomite exhalite,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,2
RH,KM-21-42,2664,2687,811.99,819.00,qs,5,,,,very weak mineralization ,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2687,2695,819.00,821.44,qs,5,2,,," patchy silicification",,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2695,2732,821.44,832.71,qs,5,,,,,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2732,2755,832.71,839.72,qs,5,2,,,"silicification, zones of mineralization ",,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2755,2846,839.72,867.46,qs,5,,,,,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,2846,2904,867.46,885.14,qs,5,,,2,"increasing black chlorite, scattered small spots of dolomite",,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,1
RH,KM-21-42,2904,3046,885.14,928.42,qs,5,,,,,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-42,3046,3144,928.42,958.29,qs,5,,,1,,,,_Logs,KM-21-42.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,,,0.00,0.00,qs,,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,,1517.8,0.00,462.63,qs,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1517.8,1552,462.63,473.05,qs,5,1,,1,"mineralized zone, stringer and SM-MS, patchy silicification and/or exhalite, trace to minor black chlorite",,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1552,1560,473.05,475.49,,,,,,dike,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1560,1562,475.49,476.10,qs,5,1,,1,"mineralized zone, stringer sulfides; weak silicification, minor black chlorite",,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1562,1581,476.10,481.89,,,,,,dike,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1581,1587,481.89,483.72,qs,5,,,1,"gray schist with weak mineralization, trace black chlorite",,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1587,1588,483.72,484.02,,,,,,dike,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1588,1609,484.02,490.42,qs,5,,,1,"gray schist with weak mineralization, minor black chlorite",,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1609,1613.5,490.42,491.79,,,,,,dike,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1613.5,1629.5,491.79,496.67,qs,5,,,1,"gray schist with weak mineralization, trace black chlorite",,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1629.5,1642,496.67,500.48,,,,,,dike,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1642,1650.8,500.48,503.16,qs,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1650.8,1682,503.16,512.67,qs,5,1,,,scattered weak silicification,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1682,1700,512.67,518.16,qs,5,,,2,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1700,1713.5,518.16,522.27,bc,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1713.5,1729,522.27,527.00,qs,5,,,5,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1729,1733,527.00,528.22,qs,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1733,1736,528.22,529.13,qs,5,,,4,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1736,1745.5,529.13,532.03,qs,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1745.5,1764,532.03,537.67,qs,5,,,2,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1764,1767,537.67,538.58,qs,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1767,1782,538.58,543.15,qs,5,,,3,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1782,1788,543.15,544.98,qs,5,,,2,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,2
RH,KM-21-41,1788,1793,544.98,546.51,qs,5,,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1793,1824,546.51,555.96,qs,5,1,,1,"SM-MS mineralization, scattered black chlorite, minor silicification or exhalite",,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1824,1832,555.96,558.39,qz,5,2,,,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1832,1857,558.39,566.01,qs,5,,,1,trace black chlorite,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1857,1865,566.01,568.45,qs,5,2,,,exhalite plus schist,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,2
RH,KM-21-41,1865,1887,568.45,575.16,qs,5,,,3,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1887,1908,575.16,581.56,qs,5,,,1,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1908,1917,581.56,584.30,qs,5,,,3,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1917,1932,584.30,588.87,qs,5,,,1,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-41,1932,2000,588.87,609.60,qs,5,,,4,,,,_Logs,KM-21-41.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,1715,1925,522.73,586.74,qs,5,,,,(start at graphite),,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,1925,1935,586.74,589.79,qs,5,1,,,patchy weak silicification in weakly mineralized zone,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,1935,1998.5,589.79,609.14,qs,5,2,,,weak to moderate silicification and/or exhalite in mineralized zone,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,1998.5,2014,609.14,613.87,qs,5,,,1,scattered black chlorite in streaks,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2014,2065,613.87,629.41,qs,5,,,,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2065,2102,629.41,640.69,qs,5,,,1,scattered black chlorite in streaks in mineralized interval,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2102,2132,640.69,649.83,qs,5,1,,,weak silicification/exhalite  ,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2132,2166,649.83,660.20,qs,5,1,,,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,1
RH,KM-21-40,2166,2178,660.20,663.85,qs,5,1,,,weak to moderate silicification and/or exhalite in mineralized zone,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2178,2193,663.85,668.43,qs,5,,,,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2193,2211.5,668.43,674.07,qs,5,1,,,weak silicification and/or exhalite in mineralized zone,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2211.5,2232,674.07,680.31,qs,5,,,1,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2232,2288,680.31,697.38,bc,5,,,4,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2288,2299,697.38,700.74,bc,5,,,2,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2299,2331,700.74,710.49,bc,5,,,4,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2331,2399,710.49,731.22,bc,5,,,2,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,KM-21-40,2399,2434,731.22,741.88,bc,5,,,4,,,,_Logs,KM-21-40.xlsx,,,,,,,,,,,,,,
RH,,333.5,925,101.65,281.94,qs,5,,,,(starting at graphite),,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,
RH,,925,1400,281.94,426.72,qs,5,,,1,rare scattered traces of black chlorite,,,_Logs,KM-21-39.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,,,0.00,0.00,qs,,,,,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1383.5,1416,421.69,431.60,qs,5,,,,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1416,1422,431.60,433.43,qs,5,,,3,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1422,1449,433.43,441.66,qs,5,,,1,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1449,1451,441.66,442.26,qs,5,,,2,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1451,1496,442.26,455.98,qs,5,,,1,scattered trace black chlorite,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1496,1515,455.98,461.77,qs,5,,,2,weak mineralization,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1515,1538,461.77,468.78,qs,5,,,,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1538,1559,468.78,475.18,qs,5,,,1,"massive sulfide, a few small zones with black chlorite",,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1559,1572,475.18,479.15,qs,5,,,,1568,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1572,1591,479.15,484.94,qs,5,,,2,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1591,1597,484.94,486.77,dol,,3,,,exhalite?,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,3
RH,KM-21-38,1597,1647,486.77,502.01,qs,5,,,,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1647,1650,502.01,502.92,,,,,,dike,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1650,1670,502.92,509.02,bc,5,,,4,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1670,1696,509.02,516.94,qs,5,,,1,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1696,1760,516.94,536.45,bc,5,,,4,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1760,1767,536.45,538.58,,,,,,dike,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-38,1767,1817,538.58,553.82,bc,5,,,4,,,,_Logs,KM-21-38.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,834,1134,254.20,345.64,qs,5,,,1,rare trace black chlorite,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,1134,1148,345.64,349.91,qs,5,,,2,,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,1148,1280,349.91,390.14,qs,5,,,1,rare trace black chlorite,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,1280,1531,390.14,466.65,qs,5,,,2,scattered minor black chlorite,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,1531,1541.5,466.65,469.85,,,,,,dike,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,1541.4,1550,469.82,472.44,bc,5,,,4,,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-37,1550,1605,472.44,489.20,qs,5,,,2,,,,_Logs,KM-21-37.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,,,0.00,0.00,qs,,,,,,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,439,517,133.81,157.58,qs,5,,,,,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,517,580,157.58,176.78,qs,5,,,1,rare/scattered trace black chlorite,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,580,660,176.78,201.17,qs,5,,,,,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,660,735,201.17,224.03,qs,5,,,1,,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,735,885,224.03,269.75,qs,5,,,,,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
RH,KM-21-36,885,960,269.75,292.61,qs,5,,,1,rare/scattered trace black chlorite,,,_Logs,KM-21-36.xlsx,,,,,,,,,,,,,,
