Geo,Hole _ID,From_ft,To_ft,From_m,To_m,Alt_Type,qs,qz,chl,bc,cal,dol,Description,foldername,filename,,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,FeCarb
,,,,0,0,,,,,,,,,_Logs,KM-22-95.xlsx,,,,,,,,,,,,,,
JL,KM-22-94,1975,2060,601.98,627.888,qs,4,2,,,1,,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,
,,2060,2202,,,qs,4,2,,,,1,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,
,,2202,2357,,,qs,5,1,,,,2,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,
,,2357,,,,qs,4,2,1,,,1,,_Logs,KM-22-94.xlsx,,,,,,,,,,,,,,
JV,KM-22-93X,10,51,3.048,15.5448,qs,3,3,2,,,,,_Logs,KM-22-93X.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,0,105,0,32.004,qs,3,3,,2,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,105,330,32.004,100.584,qz,3,4,,2,,2,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,330,600,100.584,182.88,qs,3,3,,3,,1,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,600,1395,182.88,425.196,qz,2,4,,3,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,1395,1566,425.196,477.3168,qz,1,3,,3,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,1566,1593,477.3168,485.5464,qz,1,4,,2,,,"heavy quartz; py, cp, trace sphalerite",_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JV,KM-22-93,1593,1705,485.5464,519.684,qs,1,2,,2,,,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,1705,1729,519.684,526.9992,qz,,5,,2,,1,intense silicification; patchy sulfides,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,1729,1815.5,526.9992,553.3644,bc,1,3,,4,,3,variable intense black chlorite,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,1815.5,1826,553.3644,556.5648,qz,,5,,2,,2,intense silicification; disseminated sulfides,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,1826,2080.5,556.5648,634.1364,qs,1,3,,3,,2,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,2080.5,2099,634.1364,639.7752,qs,5,2,,1,,1,substantial fault zone,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,2099,2382.5,639.7752,726.186,qz,1,3,,3,,2,,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JR,KM-22-93,2382.5,2428,726.186,740.0544,bc,2,3,,4,,1,strong black chlorite,_Logs,KM-22-93.xlsx,,,,,,,,,,,,,,
JL,KM-22-92,0,200,0,60.96,qs,3,3,2,,,,,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,
JL,KM-22-92,200,280,60.96,85.344,qs,4,2,,,,1,,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,
JL,KM-22-92,280,750,85.344,228.6,qs,4,1,2,,,1,,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,
JL,KM-22-92,750,1187,228.6,361.7976,qz,3,3,2,,,2,,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,
JL,KM-22-92,1187,1231,361.7976,375.2088,qs,4,2,2,,,2,,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,
JL/JV,KM-22-92,1231,1632,375.2088,497.4336,qz,3,3,2,,,2,,_Logs,KM-22-92.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,901,1017,274.6248,316.6872,,5,4,,2,,,psuedogranular felsic schist,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,1017,1039,309.9816,412.6992,,4,2,,4,,1,strong black chlorite alteration,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,1039,1354,316.6872,440.7408,,5,4,,3,,1,psuedogranular felsic schist,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,1354,1446,412.6992,471.2208,,5,2,,4,,2,strong black chlorite alteration ,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,1446,1546,440.7408,552.2976,,4,2,,3,,2,pyroclastic felsic schist,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,1546,1812,471.2208,630.3264,,5,2,,1,,2,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JR,KM-22-91,1812,2068,552.2976,0,,4,2,,4,,1,strong black chlorite alteration,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-91.xlsx,,,,,,,,,,,,,,
JL,KM-22-90,1506,1562,459.0288,476.0976,qs,4,2,1,,,2,,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,
JL,KM-22-90,1562,1770,476.0976,539.496,qs,4,2,,,,2,intense silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,
JL,KM-22-90,1770,2103,539.496,640.9944,qs,3,3,1,,,1,intense silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,
JL,KM-22-90,2103,2136,640.9944,651.0528,qs,5,2,,,,1,,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,
JL,KM-22-90,2157.5,2202,657.606,671.1696,qs,4,2,1,,,,weak silicification,_Logs,KM-22-90.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1317,1469,401.4216,447.7512,qs,3,3,,2,,1,,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1469,1619.5,447.7512,493.6236,qs,3,2,,4,,3,,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1619.5,1681,493.6236,512.3688,bc,3,4,,1,,1,pseudo-granular felsic schist,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1681,1866,512.3688,568.7568,qs,4,3,,4,,,,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1866,1876.5,568.7568,571.9572,bc,1,4,,5,,3,intense black chlorite,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1876.5,2062.5,571.9572,628.65,qs,4,3,,4,,2,,_Logs,KM-22-89.xlsx,,,,,,,,,,,,,,
MH,KM-22-88,1148,1221,349.9104,372.1608,,4,3,1,,1,1,sericite quartz schist,_Logs,KM-22-88.xlsx,,,,,,,,,,,,,,
MH,KM-22-88,1221,1387,372.1608,422.7576,,4,3,3,,1,1,sericite quartz chlorite schist,_Logs,KM-22-88.xlsx,,,,,,,,,,,,,,
MH,KM-22-88,1387,1526,422.7576,465.1248,,4,3,4,,1,1,sericite chlorite quartz schist,_Logs,KM-22-88.xlsx,,,,,,,,,,,,,,
MH,KM-22-88,1528,1737.5,465.7344,529.59,,4,3,2,,1,1,sericite quartz chlorite schist,_Logs,KM-22-88.xlsx,,,,,,,,,,,,,,
MH,KM-22-88,1737.5,1811,529.59,551.9928,,4,3,1,,1,1,sericite quartz schist,_Logs,KM-22-88.xlsx,,,,,,,,,,,,,,
JR,KM-22-87,769,872,234.3912,265.7856,qs,3,3,,2,1,,,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
JR,KM-22-87,872,901.5,265.7856,274.7772,qz,3,4,,,,,psuedogranular felsic schist,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
JR,KM-22-87,901.5,958,274.7772,291.9984,bc,3,1,,4,,1,abundant black chlorite; weak graphite,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
JR,KM-22-87,958,1096,291.9984,334.0608,qs,5,1,,3,,1,strong sericite alteration,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
JR,KM-22-88,1096,1196.5,334.0608,364.6932,bc,2,2,,3,,,moderate black chlorite,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1196.5,1423.5,364.6932,433.8828,qz,3,4,,2,,2,,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
JR,KM-22-89,1423.5,1679,433.8828,511.7592,bc,2,2,,4,,1,abundant black chlorite; silicified,_Logs,KM-22-87.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1502.5,1592,457.962,485.2416,qs,4,3,,1,2,,most quartz and calcite in the bx zone and veinlets; mod. silicification,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1592,1598,485.2416,487.0704,qs,3,4,,3,1,,strong silicification; chlorite picking up,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1598,1672.5,487.0704,509.778,qs,3,4,,5,1,,moderate silicification; intense chlorite,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1672.5,1696.5,509.778,517.0932,qs,3,4,,3,1,,mod to strong silicification,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1696.5,1751,517.0932,533.7048,,4,3,,3,1,,moderate chlorite,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1751,1803.5,533.7048,549.7068,,4,4,,4,1,,strong black chlorite; mod silicification,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1803.5,1836,549.7068,559.6128,,4,,3,,,,mafic dike,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
MH,KM-22-86A,1836,1974,559.6128,601.6752,,5,4,,2,1,,mostly sericite; mod silicification,_Logs,KM-22-86A.xlsx,,,,,,,,,,,,,,
JR,KM-22-86,1590,1636,484.632,498.6528,qs,5,1,,3,,,strong sericite,_Logs,KM-22-86.xlsx,,,,,,,,,,,,,,
JR,KM-22-86,1636,1677,498.6528,511.1496,qs,4,,,2,2,,mafic schist,_Logs,KM-22-86.xlsx,,,,,,,,,,,,,,
JR,KM-22-86,1677,1717,511.1496,523.3416,qs,5,4,,1,,,intense sericite,_Logs,KM-22-86.xlsx,,,,,,,,,,,,,,
JR/MH,KM-22-86,1717,1767,523.3416,538.5816,bc,1,2,,5,,,intense chorite,_Logs,KM-22-86.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1200,1211,365.76,369.1128,qs,4,2,,,,1,quartz-sericite-graphite schist; dolomite and qz veinlets,_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1211,1266,369.1128,385.8768,qs,4,2,,,2,,"common calcite lamination, pervasive sericite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1266,1270,385.8768,387.096,cal,3,3,,,4,,"zones of heavy silicification, abundant calcite veins and laminations",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1270,1459,387.096,444.7032,qs,4,2,,,2,,"common calcite lamination, pervasive sericite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1459,1567,444.7032,477.6216,qz,3,4,,,1,1,"heavy silicification, common lenses of quartz, sparse lenses of dolomite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1567,1647,477.6216,502.0056,qs,4,2,,1,,2,"pervasive sericite, weak silicification, moderate lenses of quartz and dolomite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1647,1714,502.0056,522.4272,qz,3,4,,2,,2,"heavy silicification, common lenses of quartz, sparse lenses of dolomite, common chlorite alteration",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL,KM-22-85,1714,1743,522.4272,531.2664,qs,4,2,,1,3,,"weak silicification, common laminations of calcite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JL/MH,KM-22-85,1743,1951.5,531.2664,594.8172,qz,3,4,,,3,,"heavy silicification, common laminations and veins of calcite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-85,1951.5,2073,594.8172,631.8504,qs,4,2,,,3,,"mostly weak silicification, common laminations of calcite",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-85,2073,2264.5,631.8504,690.2196,qs,4,2,,1,3,1,moderate sericite; medium to strong carbon through out; sparse lenses of dolomite,_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-85,2264.5,2362,690.2196,719.9376,,3,2,,3,1,2,moderate sericite; sparse lenses of qz and dolo,_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-85,2362,2412,719.9376,735.1776,,4,2,,3,,,strong carbon,_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-85,2412,2471.5,735.1776,753.3132,,4,2,,2,1,1,moderate sericite; weakly silicified,_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JV,KM-22-85,2471.5,2608,753.3132,794.9184,,4,2,,3,1,1,"moderate sericite, chlorite; weakly silicified",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-85,2608,2823,794.9184,860.4504,,5,2,,2,1,1,"strong sericite, weak-mod chlorite; weakly silicified",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
JV,KM-22-85,2823,2854,860.4504,869.8992,,5,1,,3,1,1,"strong sericite, medium chlorite; weakly silicified",_Logs,KM-22-85.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,965,1054,294.132,321.2592,qs,4,2,1,,2,2,quartz-sericite-graphite schist with calcite laminations; dolomite and qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1054,1237.5,321.2592,377.19,qs,4,3,3,,,1,silicified; sericite laminations; moderate green chlorite,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1237.5,1270,377.19,387.096,qs,4,2,1,,2,1,quartz-sericite-graphite schist with calcite laminations; dolomite and qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1270,1304,387.096,397.4592,qs,4,2,1,,,1,silicified; sericite laminations; moderate green chlorite; qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1304,1350,397.4592,411.48,qs,4,2,1,,2,2,quartz-sericite-graphite schist with calcite laminations; dolomite and qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1350,1370.5,411.48,417.7284,qs,4,2,1,,1,1,silicified; sericite laminations; moderate green chlorite; qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1370.5,1385.5,417.7284,422.3004,qs,4,2,1,,2,2,quartz-sericite-graphite schist with calcite laminations; dolomite and qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
MH,KM-22-84,1385.5,1502,422.3004,457.8096,qs,4,2,3,,1,1,silicified; sericite laminations; dark green chlorite; qz veinlets,_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
JL,KM-22-84,1502,1510,457.8096,460.248,qs,4,2,1,,,,"silicified; graphitic zone, weak chlorite",_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
JL,KM-22-84,1510,1548,460.248,471.8304,qs,4,2,2,,,1,"silicified; sericite laminations; medium-dark green, chlorite",_Logs,KM-22-84.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-83.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,731,744,222.8088,226.7712,qs,4,2,2,,,1,"moderate silicification, sparse dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,744,783.5,226.7712,238.8108,qs,5,2,,,,3,"moderate silicification, abundant dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,783.5,796,238.8108,242.6208,chl,4,,3,,,,mafic dike,_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,796,810,242.6208,246.888,qs,5,1,,,,2,"weak silicification, weak to moderate dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,810,847,246.888,258.1656,qs,4,2,,,,1,"moderate silicification, sparse dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,847,983,258.1656,299.6184,qs,5,,,,,1,"pervasive serecite, sparse dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,983,1084,299.6184,330.4032,qs,4,3,2,,,1,"pervasive chlorite, moderate silicification",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1084,1058,330.4032,322.4784,qs,5,,2,,,2,"pervasive serecite, moderate dolomite",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1058,1186,322.4784,361.4928,qs,4,3,1,,,1,"moderate silicification, sparse dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1186,1334,361.4928,406.6032,qs,5,1,2,,,3,"pervasive serecite, dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1334,1379,406.6032,420.3192,qs,4,3,2,,,2,"moderate silicification, moderate dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1379,1407,420.3192,428.8536,qs,5,1,2,,,3,"pervasive serecite, dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1407,1455,428.8536,443.484,qs,3,3,1,,,2,"moderate silicification, moderate dolomite lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
JL,KM-22-82,1455,1500,443.484,457.2,qs,4,1,2,,,2,"weak silicification, weak to moderate dolomite/quartz lenses",_Logs,KM-22-82.xlsx,,,,,,,,,,,,,,
MH,KM-22-81C,2401,2412,731.8248,735.1776,qs,4,3,2,,1,,sericite quartz chlorite schist,_Logs,KM-22-81C.xlsx,,,,,,,,,,,,,,
MH,KM-22-81C,2412,2539.5,735.1776,774.0396,qs,4,3,,3,1,,sericite quartz chlorite schist; chlorite picks up and is pervasive in some areas,_Logs,KM-22-81C.xlsx,,,,,,,,,,,,,,
MH,KM-22-81C,2539.5,2670,774.0396,813.816,qs,4,3,,2,1,,sericite quartz chlorite schist,_Logs,KM-22-81C.xlsx,,,,,,,,,,,,,,
MH,KM-22-81C,2670,2840,813.816,865.632,qs,3,2,2,,,,sericite quartz chlorite schist,_Logs,KM-22-81C.xlsx,,,,,,,,,,,,,,
MH,KM-22-81C,2840,2941.5,865.632,896.5692,qs,3,3,2,,,,sericite quartz chlorite schist,_Logs,KM-22-81C.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2450,2550,746.76,777.24,qs,4,3,2,,,1,"heavy silicification, common lenses of quartz, prominent chlorite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2550,2598,777.24,791.8704,qs,4,3,,,,3,"moderate silicification, abundant quartz and dolomite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2598,2617,791.8704,797.6616,qs,4,3,,3,,3,"moderate silicification, abundant quartz, dolomite and black chlorite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2617,2649.5,797.6616,807.5676,qs,4,4,,,,3,"heavy silicification, abundant quartz and dolomite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2649.5,2694,807.5676,821.1312,qs,4,3,3,,,3,"moderate silicification, abundant quartz, dolomite and chlorite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2694,2817,821.1312,858.6216,qs,4,3,,,,3,"moderate silicification, abundant quartz, dolomite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2817,2900,858.6216,883.92,qs,5,2,,,,2,"weak silicification, pervasive serecite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2900,2937,883.92,895.1976,qz,3,4,,,,2,"heavy silicification, moderate dolomite",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JL,KM-22-81B,2937,2974,895.1976,906.4752,qs,4,2,,,,3,"weak silicification, pervasive serecite, abundant dolomite lenses",_Logs,KM-22-81B.xlsx,,,,,,,,,,,,,,
JV/JR,KM-22-81A,2760,2834,841.248,863.8032,qs,4,2,,2,,2,sericite-quartz-chlorite schist,_Logs,KM-22-81A.xlsx,,,,,,,,,,,,,,
JR,KM-22-81A,2834,3021,863.8032,920.8008,qs,4,3,,1,,,,_Logs,KM-22-81A.xlsx,,,,,,,,,,,,,,
JR,KM-22-81A,3021,3233.5,920.8008,985.5708,,5,,,3,,,prominent chlorite ,_Logs,KM-22-81A.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2490,2521,758.952,768.4008,chl,4,3,3,,,2,"moderate silicification, pervasive chlorite, dolomite lenses",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2521,2536.5,768.4008,773.1252,qs,5,2,,,,3,"pervasive sericite, moderate quartz, dolomite lenses",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2536.5,2614,773.1252,796.7472,chl,4,3,3,,,3,"moderate silicification, pervasive chlorite, dolomite lenses, and quartz",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2614,2650,796.7472,807.72,qs,5,3,2,,,3,"pervasive sericite, moderate quartz, dolomite lenses, zones of black chlorite",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2650,2683.5,807.72,817.9308,qs,4,2,3,,,2,"zones of chlorite, moderate silicification, abundant lenses of dolomite",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2683.5,2698.5,817.9308,822.5028,qs,3,3,,,,2,"heavy silicification, abundant dolomite veins and lenses",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2698.5,2736,822.5028,833.9328,qs,4,3,2,,,3,"zones of heavy silicification, exhalite 2702-2704",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2736,2776,833.9328,846.1248,qz,3,4,,1,,1,"heavy silicification, zones of dolomite veins and lenses and quartz, bands of black chlorite",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2776,2803,846.1248,854.3544,qs,4,2,,1,,2,"weak silicification, moderate dolomite lenses, bands of black chlorite",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
JL,KM-22-81,2803,2862,854.3544,872.3376,qz,3,4,,,,2,"heavy silicification, zones of dolomite veins and lenses and quartz",_Logs,KM-22-81.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-80.xlsx,,,,,,,,,,,,,,
JV,KM-22-79,2180.5,2322,664.6164,707.7456,qs,4,3,2,,,2,felsic schist; sparse pyrite stringers ,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
JV,KM-22-79,2322,2404,707.7456,732.7392,qs,5,1,1,,,1,felsic schist,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
EK,KM-22-79,2404,2458.5,732.7392,749.3508,qs,5,1,1,1,,2,felsic schist; infrequent dolomite lenses; quartz veins,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
EK,KM-22-79,2458.5,2537.5,749.3508,773.43,qs,5,1,1,1,,3,sericite-quartz-dolomite schist; frequent dolomite lenses/veins,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
JV,KM-22-79,2537.5,2535,773.43,772.668,qs,5,1,1,,,2,sericite-quartz-dolomite schist,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
JV,KM-22-79,2535,2622.5,772.668,799.338,qs,4,,,,,1,clay rich sericite-quartz schist,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
JV,KM-22-79,2622.5,2700,799.338,822.96,qs,4,,,,,1,silicified sericite-quartz schist,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
JV,KM-22-79,2700,2733,822.96,833.0184,qs,4,2,1,,,1,felsic schist,_Logs,KM-22-79.xlsx,,,,,,,,,,,,,,
,,,,0,0,,,,,,,,,_Logs,KM-22-78.xlsx,,,,,,,,,,,,,,
JR,KM-22-77,1293,1464,394.1064,446.2272,qs,5,,,2,3,,mafic schist abundant calcite veins,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1464,1527,446.23,465.4296,qs,5,,,,,,felsic,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1527,1585,465.43,483.108,qs,2,5,,,,,graphite schist; highly silicified with silica flooding and quartz veins,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1585,1641,483.11,500.1768,qs,5,,,3,1,,mafic schist; calcite veins; abundant black chlorite,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1641,1850,500.18,563.88,qs,5,1,2,,3,,"mafic schist; carbonate veins, alternates with flows/volcaniclastics/intrusives maintaining alteration throughout",_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1850,1882.5,563.88,573.786,qs,5,1,,,,,felsic schist,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1882.5,1911,573.79,582.4728,qs,5,2,,,,2,graphite schist ,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1911,1932,582.47,588.8736,qs,5,,,,,1,felsic schist,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1932,1999,588.87,609.2952,qs,5,3,,,,2,graphite schist,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,1999,2222.5,609.30,677.418,qs,5,1,2,,,1,felsic schist,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
JV,KM-22-77,2222.5,2466,677.42,751.6368,qs,5,1,,,,1,fault zone,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
JV,KM-22-77,2466,2490,751.64,758.952,qs,5,3,,,3,,adjacent to fault zone; quartz-carb veins; strong carbonate alteration,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,2490,2507.5,758.95,764.286,qs,5,3,1,,1,,"silicified; sericite laminations, quartz veins",_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,2507.5,2550.5,764.29,777.3924,qs,5,2,1,,,1,fault zone,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,2550.5,2621,777.39,798.8808,qs,5,3,1,,,1,silicified; sericite laminations,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,2621,2641,798.88,804.9768,qs,4,1,,,2,2,clay alteration; dolomite veins,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
EK,KM-22-77,2641,2787,804.98,849.4776,qs,5,3,,,2,,silicified graphite schist; intervals of strong clay alteration,_Logs,KM-22-77.xlsx,,,,,,,,,,,,,,
